"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"PrmC_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Prominin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"PsaD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsaL",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsaN",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsbP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsbQ",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsbR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsbX",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PsbY",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"PurA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Pur_DNA_glyco",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Pur_ac_phosph_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"QIL1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"QSOX_Trx1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"QVR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RAB3GAP2_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RAM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RAWUL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RBD-FIP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RBFA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RB_A",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RB_B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RDD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RFX_DNA_binding",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RGS-like",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RGS_DHEX",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RHD_DNA_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RHD_dimer",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RHS_repeat",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RIB43A",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RIC3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RILP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RING_CBP-p300",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RLL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RME-8_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RMI1_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RNA_bind",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RNase_Zc3h12a",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ROQ_II",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RPA_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RPE65",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RRM_8",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RR_TM4-6",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RSB_motif",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RTP1_C2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RTP801_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RVP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RVT_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rab3-GAP_cat_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rab5-bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rabaptin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rad50_zn_hook",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Radial_spoke_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RanGAP1_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rapsyn_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RbcS",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RdRP_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RdRP_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RdRP_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RdRP_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Receptor_IA-2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Recombinase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Regnase_1_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Renin_r",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Reticulon",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Retrotran_gag_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rhabdo_ncap_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RhoGAP-FF1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RhoGAP_pG1_pG2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rho_Binding",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rhv",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ribosomal_L20",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ribosomal_L6e_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ricin_B_lectin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rick_17kDa_Anti",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rod_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Rootletin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rotamase_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"RtcB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RuBisCO_small",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Rubis-subs-bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Runt",NA,NA,NA,NA,1,1,NA,"Pfam",2
"RyR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"S-methyl_trans",NA,NA,NA,NA,1,1,NA,"Pfam",2
"S1-like",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"S8_pro-domain",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SAMP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SAM_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SAM_Exu",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SAM_KSR1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SAM_KSR1_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SAM_PNT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SAM_Ste50p",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SANBR_BTB",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SAND",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SANTA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SAP130_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SARA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SAYSvFN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SBF2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SBF_like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SBP56",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SBP_bac_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SCAPER_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SCHIP-1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SDE2_2C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SDH_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SDP_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SEFIR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SERTA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SH3BP5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SH3_10",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SH3_15",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SHIPPO-rpt",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SID-1_RNA_chan",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SIKE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SIN1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SIX1_SD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SKA1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SKA2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SKICH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SLBP_RNA_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SLC3A2_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SLED",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SMG1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SMP_LBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SNAP-25",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SNAPC5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SNF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SNX17_FERM_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SOAR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SOCS_box",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SOXp",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SPATA6",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SPOC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SPRING1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SR-25",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SRCR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SRCR_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SRRM_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SSB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SSDP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SSL_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ST7",NA,NA,NA,NA,1,1,NA,"Pfam",2
"STAT_alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"STAT_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"STAT_int",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"STOP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SUFU",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SUFU_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SUZ-C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SVWC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SWIM",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"SWIRM-assoc_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SapA",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SapB_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SapB_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sarcoglycan_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sarcoglycan_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sec15",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sec3-PIP2_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Secretogranin_V",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SelP_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Selenoprotein_S",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Sema",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sep15_SelM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SepSecS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Serine_rich",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Siah-Interact_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Siva",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Ski_Sno",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Smg8_Smg9",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SnoaL_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Snurportin1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Somatomedin_B",NA,NA,NA,NA,1,1,NA,"Pfam",2
"SoxG",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Spaetzle",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Spc7",NA,NA,NA,NA,1,1,1,"Pfam",3
"Spec3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Spectrin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Spond_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Spot_14",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sprouty",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Stathmin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Staufen_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Stealth_CR1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Stealth_CR2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Stealth_CR3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Stealth_CR4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Str_synth",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Strabismus",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Strumpellin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sulfakinin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sulfotransfer_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sulfotransfer_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Sulfotransfer_3",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Suppressor_APC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Sushi",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Suv3_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Synaphin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Synapsin",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Synapsin_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Syndecan",NA,NA,NA,NA,1,1,NA,"Pfam",2
"T-box",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TACC_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TAFH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TAXi_C",NA,NA,NA,NA,1,1,1,"Pfam",3
"TB",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TBC1D23_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TBK1_CCD1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TBK1_ULD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TCR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TCTN_DUF1619",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TCTP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TDP43_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TEA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TEDC1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TED_complement",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TFIIE-A_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TGF_beta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TGF_beta_GS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TGFb_propeptide",NA,NA,NA,NA,1,1,NA,"Pfam",2
"THAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"THAP4_heme-bd",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"THH1_TOM1-3_dom",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIG_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIG_SUH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIG_plexin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIMELESS_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIMP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIR",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TIR_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TLE_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TM2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TMEM126",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM131_like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM131_like_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TMEM132",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TMEM132D_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM151",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TMEM173",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM192",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM214",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM43",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM65",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMEM_230_134",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMIE",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TMPIT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TMTC_DUF1736",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TNF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TNFR_c6",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TNRC6-PABC_bdg",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TORC_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TORC_M",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TORC_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPD52",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPPII_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPR-S",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPR_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TPR_MalT",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRAM",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRAP-delta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRAP-gamma",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRAP_alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRAP_beta",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TRC8_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TROVE",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TRPM_tetra",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TRP_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TSC22",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TSP1_ADAMTS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TSP1_spondin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TSP_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TSP_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TSP_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TSSC4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TTC5_OB",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TTD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TTKRSYEDQ",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TTL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Talin_middle",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tap-RNA_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tectonin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tektin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tet_JBP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tex_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Thioredox_DsbH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Thioredoxin_16",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Thioredoxin_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Thioredoxin_9",NA,NA,NA,NA,1,NA,1,"Pfam",2
"Thymosin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Thyroglobulin_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tiam_CC_Ex",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tim29",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TipE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmemb_161AB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmemb_170",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tmemb_18A",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmemb_40",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tmemb_55A",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmemb_9",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmemb_cc2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmp39",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tmpp129",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tnp_P_element",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Toprim_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Torsin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Totivirus_coat",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tox-GHH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Toxin_9",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TraB_PrgY_gumN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Transferrin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Transglut_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Transglut_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Transglut_core2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Transmemb_17",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Transposase_1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Trefoil",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Trehalose_recp",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"TrmO",NA,NA,NA,NA,1,1,NA,"Pfam",2
"TrmO_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tropomodulin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tropomyosin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Troponin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Trp_dioxygenase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Trp_halogenase",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tsg",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tubulin-binding",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tudor_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Tudor_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tudor_FRX1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Tweety",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UAE_UbL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UBA_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UBA_6",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UBN_AB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UFC1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ULD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UNC-50",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UNC-79",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UNC80",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UNC80_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UPA",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UPAR_LY6_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UPA_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UPF0184",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UPF0240",NA,NA,NA,NA,1,1,1,"Pfam",3
"UPF0489",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UPF0547",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"UPF0669",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"USP47_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"USP8_interact",NA,NA,NA,NA,1,1,NA,"Pfam",2
"UT",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Ubiq-Cytc-red_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Urb2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Uso1_p115_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"V-set",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VAS1_LD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VASP_tetra",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VATC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"VBS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VEFS-Box",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VGCC_alpha2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VGCC_beta4Aa_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VHL",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VHP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VIR_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VKG_Carbox",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"VKOR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"VWA_3",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"VWA_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"VWC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"VWD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Vanin_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Vert_HS_TF",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Vinculin",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Viral_Rep",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Viral_alk_exo",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Vit_open_b-sht",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Vitellogenin_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WAP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WASH-4_N",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"WASH-7_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WASH-7_mid",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WASH_WAHD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WBP-1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"WC-rich",NA,NA,NA,NA,1,1,NA,"Pfam",2
