DOMAIN	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_B9252	Basidiobolus_meristosporus_CBS_931	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus_ARSEF_2731	Conidiobolus_firmipilleus_ARSEF_6384	Conidiobolus_heterosporus_ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_lamprauges_ARSEF_2338	Conidiobolus_megalotocus_ARSEF_8428	Conidiobolus_osmodes_ARSEF_79	Conidiobolus_pumilus_ARSEF_6383	Conidiobolus_rhysosporus_ARSEF_448	Conidiobolus_thromboides_ARSEF_4968	Conidiobolus_thromboides_FSU_785	Entomophthora_muscae_Berkeley_v1	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
C1_1	2	3	2	6	5	5	9	10	8	5	5	2	7	5	5	10	8	55	24	7
Peptidase_M24	8	13	12	10	9	9	12	17	15	8	8	7	13	8	8	10	8	17	17	9
DUF4436	0	0	3	14	12	9	23	10	25	13	7	3	9	13	16	27	15	3	7	9
JAB	6	10	10	9	8	10	12	17	16	10	7	7	14	7	9	8	8	27	16	8
IBN_N	11	12	15	9	10	7	13	17	10	7	8	3	10	7	8	10	10	22	20	10
FYVE	4	11	16	5	6	6	9	12	11	4	6	4	10	6	9	12	8	27	21	9
HMA	9	11	15	2	1	3	3	6	3	3	3	2	4	2	2	3	2	5	5	3
BRCT	7	6	13	4	4	5	13	9	10	6	5	3	9	7	5	10	6	26	15	9
Ubie_methyltran	11	22	29	9	9	9	8	18	9	11	6	4	13	5	8	9	5	13	10	8
Dynamin_N	10	20	15	8	7	9	10	13	8	9	6	3	11	5	6	18	12	18	15	13
Biotin_lipoyl	9	15	13	9	9	9	15	14	14	8	7	5	16	8	8	13	8	15	13	8
Cellulase	3	6	7	9	5	11	12	28	10	11	3	4	9	7	8	15	9	6	11	27
FA_desaturase	8	13	11	6	8	8	13	17	8	8	10	5	13	7	7	14	11	26	16	7
NmrA	9	23	30	3	3	3	15	8	20	2	12	3	9	10	9	7	4	10	10	23
RmlD_sub_bind	12	21	21	8	7	10	11	13	15	7	8	4	9	7	7	5	5	14	17	10
Polysacc_synt_2	12	21	26	9	8	12	7	14	13	8	5	2	7	5	5	6	4	18	22	9
eIF2A	12	17	23	9	8	8	6	12	9	8	7	3	5	4	4	7	8	14	11	5
GMC_oxred_C	2	5	5	9	12	11	11	5	8	16	5	12	23	6	6	21	12	13	14	16
IQ	4	7	8	2	4	1	4	4	4	3	6	3	5	1	1	2	5	27	13	3
Peptidase_S10	6	5	9	11	14	5	6	16	15	6	10	3	4	4	5	32	14	6	9	16
BTB	5	4	10	9	2	3	2	8	0	3	3	3	9	1	1	3	2	70	47	17
Sec7	7	17	14	6	7	7	12	14	11	7	8	4	12	7	7	11	10	21	14	13
zf-RING_11	8	4	22	7	7	9	10	16	10	9	7	4	7	8	9	10	9	22	21	10
STAS	10	16	17	8	8	9	12	17	9	8	5	7	14	8	9	10	8	13	13	7
Peptidase_S28	2	3	3	11	8	10	17	15	13	10	12	7	21	10	13	12	9	9	11	12
AAA_11	4	3	3	3	10	6	6	7	7	5	6	4	8	4	4	17	14	20	18	7
Redoxin	15	17	21	6	6	7	11	11	14	7	7	9	11	7	6	12	8	11	14	7
LPMO_10	8	8	25	5	5	8	13	13	14	8	4	2	13	9	7	30	10	5	4	15
GATase	5	11	11	8	9	10	12	13	14	8	8	3	12	8	8	13	9	18	16	9
Homeobox_KN	4	4	10	19	12	7	6	19	7	5	3	5	9	3	12	17	9	22	9	22
RasGEF_N	3	17	12	9	10	9	5	19	8	10	5	4	13	4	5	11	10	22	15	7
MTS	5	12	17	11	4	13	8	21	13	10	6	4	6	5	9	9	9	21	14	6
HEAT_2	12	11	10	6	5	5	7	13	10	6	6	4	9	6	6	5	6	14	13	8
Hexapep	6	10	8	3	8	6	12	14	10	5	8	2	9	7	9	10	7	13	12	6
Cys_Met_Meta_PP	7	15	13	7	4	10	8	20	9	9	6	4	9	7	7	15	10	13	15	11
Kelch_6	3	5	6	4	3	5	6	12	9	8	3	3	9	3	2	11	6	16	19	10
NIF	15	26	22	6	9	5	8	11	7	5	6	3	11	4	6	7	6	19	14	8
Phosphodiest	5	5	5	11	11	9	15	17	11	10	3	6	11	9	9	3	4	22	8	4
Acyltransferase	3	8	11	5	3	8	9	14	9	5	5	4	13	4	5	14	10	39	21	10
tRNA-synt_2b	7	8	9	8	8	9	13	16	10	8	8	7	12	8	8	9	9	19	15	9
PAS_3	9	18	41	6	6	6	7	10	8	5	4	2	8	4	4	5	5	24	11	7
Chitin_bind_1	9	24	42	2	1	3	0	2	2	3	1	0	2	0	0	26	13	5	9	13
PBD	8	15	24	6	5	7	9	14	8	6	5	5	10	6	6	7	5	18	13	9
ATP-grasp	5	11	9	9	9	8	11	15	11	6	6	4	13	6	6	6	5	15	10	7
zf-C2H2_jaz	7	10	14	9	6	6	9	9	16	6	6	4	5	6	8	10	8	24	26	6
His_Phos_2	6	6	8	5	8	8	11	11	8	10	4	2	5	6	7	24	11	30	15	7
PDZ	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	104	36	0
ECH_2	7	13	15	6	9	8	11	11	11	8	9	4	11	7	7	5	5	20	19	8
Cu-oxidase	4	9	7	1	1	1	23	3	20	0	7	6	21	13	14	16	9	6	6	24
Snf7	6	8	8	7	6	7	11	15	13	8	9	6	14	7	7	10	7	17	16	9
Peptidase_M1	3	4	4	8	9	5	6	9	7	3	4	4	6	4	5	5	6	32	29	35
Collagen	2	3	2	1	0	6	6	7	3	5	0	0	0	3	2	1	1	11	9	4
Mg_trans_NIPA	5	8	13	5	5	5	8	8	9	4	5	5	13	5	6	6	4	10	12	8
ELO	3	8	5	6	8	8	5	13	5	6	4	5	8	4	5	22	12	26	27	8
MCM_OB	7	6	8	8	9	8	14	13	14	8	8	5	12	7	8	12	7	15	12	8
APH	8	10	18	8	9	8	7	15	7	11	4	2	4	4	4	3	3	24	36	4
GPI-anchored	36	51	60	1	0	3	0	7	4	2	1	1	5	0	0	3	2	4	4	4
Cnd1	6	11	11	7	6	5	8	17	12	6	9	4	13	6	8	11	9	13	15	8
EGF_CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	0
Cu-oxidase_3	4	8	7	1	0	0	21	4	19	0	7	6	25	13	13	18	8	5	4	24
Sec1	8	11	9	4	7	4	9	10	12	6	11	5	10	6	6	7	4	33	8	5
EFG_C	9	8	9	6	6	7	12	14	11	7	8	8	9	8	9	8	7	18	14	7
OB_NTP_bind	11	11	8	6	6	6	8	10	12	5	6	4	10	7	6	11	8	24	19	7
Glyco_transf_15	0	0	0	16	23	12	7	31	2	12	7	7	11	5	8	6	4	5	5	21
DJ-1_PfpI	3	12	37	1	1	2	20	0	16	1	22	5	9	15	16	2	1	5	3	12
Clat_adaptor_s	8	14	13	7	7	7	10	15	8	5	4	4	6	4	7	15	8	16	16	8
HECT	10	18	11	6	6	5	6	10	10	5	8	2	7	5	7	6	5	30	17	6
Tubulin	11	16	14	10	8	9	4	14	9	8	7	0	13	4	5	8	4	16	14	6
Pribosyltran	8	25	16	6	4	7	7	14	10	6	4	5	10	6	6	9	6	13	11	7
HGTP_anticodon	6	9	9	8	8	9	11	15	11	9	7	4	10	7	7	9	7	13	14	7
AAA_19	5	3	2	4	7	12	6	13	11	10	7	4	9	5	4	17	15	17	19	8
Kelch_2	4	2	5	5	4	4	4	10	6	6	6	4	13	3	3	11	7	17	12	13
Dala_Dala_lig_C	6	12	10	8	7	7	11	13	8	5	5	4	11	6	6	5	4	10	9	6
CRAL_TRIO_2	6	7	13	16	17	13	5	17	7	16	3	1	7	3	3	3	5	16	14	6
Cofilin_ADF	4	6	7	5	8	7	10	13	9	8	6	5	9	5	7	11	5	14	13	7
ATP-synt_C	5	11	7	3	4	3	6	6	4	4	3	2	7	3	3	3	3	8	8	3
RasGAP	2	14	13	6	5	5	7	7	6	6	6	5	9	5	5	7	5	15	6	6
tRNA-synt_2	7	8	7	8	8	7	12	14	8	8	7	7	10	6	6	10	7	15	13	7
PPTA	2	3	3	2	2	2	3	4	2	2	0	2	3	1	2	2	2	6	4	2
zf-rbx1	4	3	10	5	4	4	12	10	11	4	6	4	7	8	10	11	9	20	21	11
Septin	7	14	13	6	9	6	9	14	8	7	6	5	10	5	5	8	5	16	11	7
Lactamase_B	4	22	24	7	7	7	9	11	6	5	3	3	4	4	5	9	5	19	12	5
ArfGap	8	15	14	5	3	7	9	13	9	7	5	2	7	6	6	8	7	21	14	7
G-alpha	13	28	21	7	8	6	4	14	4	7	7	3	6	3	3	2	3	17	10	4
PAS	7	12	34	4	4	5	5	7	6	4	4	2	8	3	3	4	4	22	7	8
MIP	17	19	25	0	1	0	3	0	3	0	6	5	10	2	2	19	13	14	17	14
DEK_C	8	15	11	9	9	8	9	16	8	7	5	4	9	6	7	8	6	10	9	6
Transket_pyr	10	15	19	5	6	5	10	9	11	5	7	4	12	6	6	8	5	10	11	5
Hist_deacetyl	6	9	10	4	6	4	9	7	10	4	5	4	7	5	6	11	8	24	16	8
DSPc	4	11	24	4	4	5	7	9	5	4	3	3	7	6	5	10	7	24	16	8
DNA_pol_B	3	5	6	5	5	27	13	6	6	31	4	3	8	8	4	3	3	12	8	4
ATG22	2	3	4	8	13	7	8	18	20	13	11	4	9	6	7	7	5	3	7	5
AAA_12	5	7	4	5	9	6	6	7	7	7	5	5	9	4	5	18	14	19	15	7
Peptidase_S41	1	2	3	0	0	0	18	0	4	0	8	4	10	12	11	14	10	2	5	60
Cullin	7	11	10	5	9	5	7	7	9	4	5	4	7	4	4	5	6	22	12	5
Y_phosphatase	4	6	12	3	5	4	8	7	5	4	5	1	6	5	5	11	6	39	19	4
Oxysterol_BP	7	7	11	4	5	4	10	8	10	4	7	3	14	6	6	8	7	17	14	7
MIF4G	5	11	8	5	4	5	9	7	8	5	5	4	8	5	5	5	5	17	13	5
Glyco_hydro_20	12	9	23	5	5	6	3	12	4	8	7	2	7	2	2	10	5	16	5	12
Proteasome_A_N	7	6	9	6	6	7	8	14	7	7	6	5	13	7	6	7	7	14	14	7
Radical_SAM	6	11	12	7	5	7	8	14	8	7	5	4	11	6	8	8	6	10	11	8
Methyltransf_7	2	1	3	23	25	20	0	14	0	26	0	2	9	0	0	9	6	4	4	13
SMC_N	5	7	5	5	5	6	11	11	10	8	6	5	6	6	6	8	5	16	16	7
Myb_DNA-bind_4	9	18	24	4	1	4	5	8	7	3	4	2	8	3	4	11	7	6	11	20
TPR_19	8	9	12	5	6	8	12	15	1	7	3	2	3	5	5	5	3	14	15	2
CMAS	4	10	13	7	5	6	10	15	7	6	7	2	10	7	8	11	7	11	9	5
Iso_dh	9	12	9	5	8	6	7	10	12	5	8	6	11	5	5	8	5	10	12	5
PAP2	6	11	23	5	4	4	3	9	7	3	3	3	8	1	5	14	11	16	11	11
DnaJ_C	8	10	9	6	6	6	9	12	10	6	4	5	11	6	6	7	6	13	12	7
BAR	9	17	14	5	6	4	9	10	9	4	5	3	8	5	6	6	5	15	11	7
Peptidase_S9_N	3	4	4	5	9	12	7	10	4	16	9	3	9	4	4	18	12	5	5	2
PhoLip_ATPase_C	8	12	13	5	7	5	7	9	7	5	6	3	9	6	6	6	6	19	10	7
TPR_11	7	12	8	6	6	4	7	16	9	5	4	1	4	4	2	4	3	15	7	2
HisKA	11	17	28	5	4	5	7	10	9	5	3	2	7	5	4	6	4	9	7	6
Glyco_hydro_72	2	3	3	5	9	4	14	12	12	4	5	4	10	7	8	10	6	5	10	23
CLASP_N	6	10	11	4	5	4	6	7	5	4	7	2	6	3	7	13	7	11	8	7
Peptidase_M36	1	3	1	10	13	31	2	0	1	53	1	1	2	1	1	5	6	3	1	16
HEAT_EZ	12	15	10	6	4	6	5	14	9	6	8	1	4	3	3	9	5	15	14	5
CAP_GLY	1	2	7	3	3	5	7	9	8	5	4	4	6	5	4	8	6	38	11	8
Complex1_LYR	7	10	10	8	6	6	6	15	6	5	8	4	5	2	11	12	7	7	11	11
Na_Ca_ex	2	3	5	1	2	2	5	4	6	2	5	2	6	3	4	5	5	21	9	6
COesterase	2	11	17	7	8	5	5	8	5	2	0	2	1	5	5	0	0	33	36	3
Patatin	3	7	7	5	4	8	11	11	9	7	5	6	9	7	8	13	7	14	9	7
Tubulin_C	9	16	14	9	5	5	4	13	8	7	5	1	11	4	4	6	3	13	13	5
Pyridoxal_deC	5	10	8	6	9	6	6	10	7	8	4	5	6	3	3	8	6	20	16	6
Band_7	8	14	15	7	5	6	8	11	6	4	4	2	11	5	7	8	6	14	11	4
zf-RanBP	2	0	3	3	1	1	2	2	0	1	3	0	2	1	1	10	7	11	12	3
RNase_PH	5	8	6	6	7	6	10	12	9	6	6	3	8	6	6	10	6	17	12	6
Ribosomal_L7Ae	9	15	13	4	6	5	8	10	7	5	4	4	9	5	5	5	6	15	14	5
FMN_red	5	13	17	9	5	9	17	13	9	10	6	3	6	10	10	4	3	2	2	2
ketoacyl-synt	6	12	8	6	5	6	7	11	11	6	4	4	11	4	5	6	6	16	12	6
Na_H_Exchanger	2	6	8	3	6	5	10	15	12	5	7	4	10	6	6	10	6	16	10	6
ATP-synt_ab	13	22	14	4	5	5	7	8	6	4	5	3	8	4	4	5	4	11	17	4
PB1	6	14	11	6	5	6	8	12	9	7	5	5	9	5	4	7	5	14	8	8
Ubiquitin_2	4	20	10	3	4	4	5	7	5	4	3	3	8	5	5	2	3	17	7	6
Ribonuclease_T2	1	6	9	9	9	6	9	10	8	6	3	3	6	5	5	21	9	3	6	19
UBX	6	11	6	7	6	7	10	14	7	7	6	2	6	5	5	7	7	14	14	6
M20_dimer	6	8	8	11	9	6	9	13	9	5	7	5	19	6	5	5	4	9	5	3
CNH	6	13	12	3	6	4	7	15	5	4	4	4	7	4	4	6	5	19	10	5
4HBT	0	5	8	5	6	9	10	9	5	8	7	3	5	4	10	7	6	11	7	5
CS	4	7	8	5	7	7	8	15	9	7	6	3	7	3	6	7	7	16	13	5
SNARE	8	11	8	4	6	5	9	9	12	4	5	5	8	6	6	6	4	13	16	5
G-patch_2	4	9	8	4	6	6	9	11	9	6	4	2	6	4	5	8	5	23	12	9
ABC2_membrane	3	22	28	2	2	3	2	2	2	3	2	1	2	1	2	1	1	25	18	2
Lipase_GDSL	2	4	8	8	12	6	11	11	5	6	5	6	11	5	9	14	7	1	2	15
Mg_chelatase	6	7	8	5	4	7	11	7	10	6	6	4	10	6	6	9	8	12	9	7
IBR	2	2	3	2	2	2	6	4	5	2	4	4	6	2	3	8	5	17	9	3
UNC-93	2	20	47	2	2	4	9	3	7	3	5	3	7	5	6	1	1	8	7	6
Sacchrp_dh_NADP	4	9	10	4	3	3	14	6	16	3	5	3	7	8	9	9	8	6	12	9
PrmA	5	9	9	6	5	6	7	12	8	6	6	2	8	5	5	5	6	14	17	7
DDE_3	0	1	0	1	2	15	26	0	0	21	3	18	4	16	14	1	4	6	16	0
NAD_binding_6	10	17	17	5	6	6	9	8	5	4	5	5	6	5	5	6	4	7	8	9
TspO_MBR	1	0	1	5	4	4	15	8	14	5	9	1	4	8	9	26	14	6	9	3
Pyr_redox_3	13	14	25	5	4	6	9	11	3	6	2	3	6	6	6	5	4	9	8	2
Say1_Mug180	1	6	7	16	20	17	8	19	1	17	3	2	5	7	5	0	1	7	2	0
AAA_17	5	6	6	6	7	7	10	12	8	7	4	2	9	5	6	8	6	12	11	8
Velvet	4	15	28	2	1	1	2	3	1	2	5	2	2	1	2	3	5	0	1	4
zf-AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	116	0
DLH	8	10	15	5	4	8	10	8	2	5	5	3	9	5	8	7	5	10	9	8
Peptidase_C14	3	5	5	4	5	3	5	8	9	3	8	4	7	4	4	15	10	17	20	4
Cytochrom_B561	1	2	4	6	7	8	9	16	10	8	4	6	9	4	6	8	6	9	12	8
RSN1_7TM	4	3	13	5	4	5	5	10	5	5	4	5	12	3	3	11	8	17	11	7
His_Phos_1	12	15	19	6	5	4	4	6	6	2	2	4	7	3	2	4	4	12	10	5
PHM7_cyt	6	5	13	5	5	5	4	10	5	5	5	4	12	3	3	12	8	13	11	7
Kdo	7	21	22	3	5	4	3	11	2	5	3	1	3	1	4	3	3	25	11	6
CN_hydrolase	6	8	9	7	8	5	9	8	8	5	5	4	6	5	6	5	3	16	11	4
Cation_efflux	9	12	17	5	7	6	8	9	5	7	5	1	7	3	4	6	5	10	9	5
HTH_Tnp_Tc5	1	0	0	8	3	6	13	4	18	3	15	6	5	6	10	0	2	17	21	2
MCM_N	6	5	6	6	6	5	12	11	8	6	4	4	9	5	6	8	5	11	12	6
Ldh_1_N	16	23	21	3	6	4	6	8	4	4	3	3	5	3	3	5	3	8	8	5
EMP24_GP25L	6	10	8	6	5	6	7	11	7	6	6	4	9	5	6	5	5	11	12	6
ATP-synt_ab_N	13	21	14	4	5	4	6	8	5	3	3	3	6	4	4	8	4	10	12	4
Bestrophin	4	7	7	8	8	8	7	16	7	7	6	2	8	4	5	7	5	10	9	6
Sec63	3	7	5	4	7	3	4	9	6	3	7	3	7	3	4	4	3	6	7	3
S1	6	7	6	4	3	4	7	5	5	4	5	2	3	3	3	4	4	9	8	3
DNA_pol_B_2	0	0	1	2	3	42	14	1	1	44	1	0	9	15	0	0	0	2	0	0
Anticodon_1	5	6	9	6	4	6	10	9	7	6	5	5	9	4	7	5	5	14	12	6
Synaptobrevin	9	9	11	4	4	4	12	8	4	2	4	6	8	6	6	8	4	14	9	5
PMT	7	9	9	5	4	4	7	8	15	4	4	3	11	5	6	7	5	10	6	5
NTP_transf_2	3	6	8	6	5	7	7	12	9	5	4	2	4	5	5	10	7	15	8	10
Beta-lactamase	2	3	2	2	3	5	10	12	6	5	4	7	14	6	5	20	10	6	7	9
S4	11	14	16	4	3	5	9	8	7	4	5	2	5	5	4	7	5	10	8	4
G_glu_transpept	5	4	4	9	9	10	6	11	13	8	6	4	4	3	3	5	3	16	5	6
CRAL_TRIO_N	2	5	8	12	11	13	5	19	5	13	4	2	6	3	2	2	4	9	5	6
Methyltransf_16	6	5	9	4	5	4	9	5	4	5	6	4	4	5	10	12	7	10	9	6
Thiolase_C	5	5	7	6	6	9	8	11	8	7	5	3	9	5	5	4	4	12	12	5
Brix	6	8	5	4	5	5	10	10	8	6	7	4	10	5	5	7	5	10	10	5
FA_hydroxylase	6	13	15	2	2	2	10	4	7	4	6	2	12	5	9	11	7	7	8	4
ADK	5	6	6	6	6	6	9	10	8	6	4	3	9	4	5	6	5	15	10	6
Carn_acyltransf	9	9	9	5	8	6	7	4	7	5	12	3	9	3	3	6	5	12	8	3
MBOAT	6	5	10	3	4	5	8	7	8	4	4	2	11	4	5	5	5	17	15	7
E1_dh	9	16	16	4	5	4	5	7	9	4	4	2	7	4	4	6	4	10	9	4
Aminotran_3	5	7	10	3	6	4	8	6	6	4	7	3	6	4	4	8	5	21	9	4
Thiolase_N	4	5	7	6	7	9	6	7	9	7	5	3	9	5	5	4	5	12	13	5
Uricase	10	0	39	3	5	1	0	2	0	1	0	1	2	0	0	2	1	5	4	1
BBE	4	13	12	9	4	8	4	6	2	9	5	2	10	2	2	22	5	0	1	14
PIP5K	5	6	5	5	4	4	6	8	5	4	5	4	8	4	4	3	4	19	8	5
Peptidase_M16_M	0	2	2	0	0	0	4	0	2	0	2	3	2	2	2	37	20	4	7	42
Hydrolase_3	9	13	14	5	4	5	7	9	8	5	5	3	7	5	5	6	5	7	7	4
ERAP1_C	2	1	1	6	7	4	5	6	4	5	1	3	4	3	4	5	3	22	22	23
Glutaredoxin	4	11	7	6	8	7	5	12	8	6	4	2	8	3	5	9	5	10	8	5
Beta_elim_lyase	7	14	14	5	3	6	5	10	3	6	4	2	9	2	2	8	6	17	8	1
Ldh_1_C	11	24	21	3	4	4	5	7	4	4	3	3	5	3	3	5	3	7	8	5
FCH	7	6	6	4	4	4	5	9	10	4	2	2	10	4	5	6	5	23	9	7
Tim17	5	7	8	5	5	5	5	10	8	6	3	3	10	5	5	11	6	10	10	5
CAF1	5	4	6	2	3	4	5	8	5	4	4	2	2	4	4	4	4	18	8	6
FR47	8	13	14	4	3	4	8	4	5	2	1	4	5	6	6	6	5	13	15	5
GTP_EFTU_D3	7	8	9	3	5	5	8	6	6	5	6	2	9	5	5	3	7	17	11	4
Acetyltransf_2	1	0	2	7	8	7	8	9	12	9	3	6	9	4	4	12	6	1	4	13
Flavodoxin_1	7	14	15	5	4	6	6	12	7	5	4	3	5	5	5	5	5	7	6	4
TFIIB	3	3	3	4	3	4	3	7	4	4	3	1	4	2	2	5	3	7	6	3
zf-AN1	4	14	14	4	3	3	3	6	4	3	4	1	4	2	4	3	4	10	8	4
2-Hacid_dh_C	7	12	12	5	5	3	6	6	8	3	2	3	7	4	5	5	4	14	13	4
GHMP_kinases_N	6	11	12	4	5	5	4	10	9	5	5	2	6	4	5	4	5	12	9	5
PH_9	4	11	11	4	4	5	5	8	3	5	3	3	6	4	4	6	5	18	8	11
Asp	10	17	19	3	3	5	3	5	2	5	3	2	5	2	2	3	4	14	9	5
Glyco_hydro_31	6	7	6	4	4	10	6	11	7	9	7	5	12	4	4	3	4	9	6	4
GDPD	4	7	4	4	4	4	8	6	8	5	5	5	7	4	3	3	3	8	8	3
GRAM	2	1	6	3	3	3	6	6	6	3	4	4	8	4	4	3	4	15	12	7
Laminin_EGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	6	0
FKBP_C	4	6	10	5	5	5	7	8	10	4	5	4	8	5	5	5	4	8	12	4
Syja_N	3	8	2	4	5	4	7	8	12	4	5	5	7	4	5	6	4	15	8	9
zf-RING_5	2	9	14	5	3	7	8	9	9	6	5	0	3	4	6	2	3	18	9	5
PA	10	6	15	4	3	9	7	9	8	6	3	2	5	4	4	6	6	7	7	5
Tetraspannin	2	6	13	3	3	3	3	6	5	3	1	3	2	2	4	4	3	26	29	5
PfkB	2	9	7	4	4	8	8	10	5	5	6	4	6	3	4	3	3	18	11	3
EFG_II	6	6	6	4	5	5	9	10	7	5	6	5	5	7	7	6	4	10	9	4
SGL	2	7	6	3	5	7	8	9	7	10	9	2	4	6	6	5	3	10	9	7
Barwin	7	8	11	5	4	7	5	21	3	9	1	1	4	2	4	9	7	4	4	9
RNase_T	5	10	11	3	1	3	8	3	8	3	5	4	7	3	6	6	3	19	12	4
PMT_4TMC	6	8	9	5	4	4	6	10	7	4	5	3	8	6	6	7	5	7	7	5
Dus	2	5	6	4	6	5	6	7	8	4	4	6	7	5	5	5	4	17	11	5
Methyltr_RsmB-F	2	4	6	4	4	6	7	7	8	6	4	2	6	4	5	5	5	18	10	5
GATase_6	5	17	13	4	3	6	7	8	8	5	2	1	8	4	4	5	4	7	8	5
tRNA_anti-codon	3	6	8	5	6	7	7	11	5	5	2	2	3	4	5	6	5	14	12	6
tRNA-synt_1b	3	8	5	5	4	4	7	8	5	4	6	3	5	4	4	5	5	9	8	5
Pkinase_C	4	9	7	4	5	5	4	7	5	5	5	2	6	3	4	2	6	20	15	5
Gly_transf_sug	2	1	3	7	10	15	11	11	9	15	4	6	8	5	7	0	0	8	0	0
Chs3p	9	4	19	4	3	2	4	6	4	2	5	4	8	4	6	6	6	3	8	8
MAPEG	3	1	3	9	7	7	7	9	10	7	6	2	6	4	4	8	5	7	10	7
CENP-B_N	0	0	0	1	2	3	19	0	31	2	10	0	0	12	16	0	1	10	13	2
HAD_2	9	7	12	4	6	8	4	9	4	6	1	2	4	2	2	3	3	18	12	5
CBM_14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	42	0
UAA	6	15	13	6	4	6	4	9	4	5	1	4	6	2	4	2	2	20	6	2
Dynamin_M	6	13	7	2	3	3	6	5	5	3	5	3	6	3	3	16	8	7	7	8
FF	1	1	1	2	2	2	2	4	4	1	2	1	3	2	2	2	2	6	4	2
zf-MYND	6	11	10	4	3	4	5	7	2	4	2	3	5	2	5	5	4	17	19	2
Ribosomal_L6	5	7	6	2	2	2	2	5	3	2	2	2	4	2	2	1	3	4	5	2
RIO1	5	8	12	5	5	4	5	11	5	3	4	3	7	4	5	6	3	10	9	6
Aconitase	5	6	8	6	7	6	7	9	7	4	7	4	5	4	4	5	6	8	8	4
FAD_binding_6	10	15	15	5	7	5	3	5	3	5	4	4	6	2	3	4	4	7	5	7
KOW	12	10	17	2	3	3	7	5	4	3	1	4	3	4	4	5	4	11	11	3
PTCB-BRCT	5	4	7	3	2	2	9	4	7	3	4	0	4	4	4	9	3	11	6	6
Surp	2	2	4	2	2	3	5	5	5	3	3	1	3	2	3	3	3	14	9	3
DHHC	2	3	15	6	4	4	2	7	7	3	1	1	7	2	5	7	4	22	12	4
Flavodoxin_2	0	1	1	8	5	9	16	13	9	10	5	3	5	10	10	4	3	2	2	2
AAA_30	5	3	2	3	3	9	4	6	5	6	5	1	4	3	1	13	13	12	14	5
Asp_protease_2	0	1	0	0	9	9	3	7	2	9	1	10	5	1	0	28	18	5	8	2
2-oxoacid_dh	6	6	6	4	7	4	7	8	6	4	4	3	8	4	4	7	4	11	8	4
Glyoxalase	5	9	11	2	3	5	4	6	5	3	2	2	10	3	3	2	2	8	7	5
Thioredoxin_6	3	5	5	3	3	6	4	12	4	6	2	1	2	1	1	8	5	10	9	4
zf-ANAPC11	3	4	10	3	2	5	4	6	8	5	6	2	3	4	5	6	5	11	16	9
FSH1	3	3	8	11	13	7	4	7	2	6	2	4	3	3	5	3	4	12	10	6
FTP	0	3	1	11	8	24	0	3	0	32	1	0	2	0	0	5	5	2	2	18
CHAP	3	2	47	2	3	5	2	6	3	6	4	0	2	2	2	14	4	0	1	9
Alk_phosphatase	5	6	6	7	6	2	3	8	5	2	9	3	6	2	2	4	3	9	16	11
MADF_DNA_bdg	1	4	4	0	0	0	2	0	1	0	1	0	2	0	1	2	1	17	67	0
AAA_23	4	5	3	4	4	4	10	9	5	6	3	5	5	6	5	5	5	11	11	5
CUE	6	5	7	4	4	5	8	8	4	5	4	2	6	5	5	6	5	12	9	5
2OG-FeII_Oxy_2	2	11	11	5	4	8	3	9	4	5	5	2	5	3	4	7	5	8	7	6
CorA	7	10	11	6	4	5	5	12	6	5	6	3	8	3	4	5	4	3	3	4
Gelsolin	5	8	8	2	1	2	6	2	6	2	4	1	6	4	4	3	3	20	11	4
TPT	9	15	18	4	3	5	2	8	2	5	1	3	5	2	3	6	3	9	6	4
GATase_7	5	16	11	4	3	5	6	8	6	4	3	1	6	4	4	4	3	8	9	5
FAD_binding_1	7	12	14	4	5	4	4	12	6	4	5	2	5	3	4	4	4	7	5	3
LRR_6	2	4	8	4	4	4	3	6	4	4	1	1	7	2	3	3	2	18	5	2
RSN1_TM	2	5	8	4	3	4	4	9	3	2	4	2	10	2	3	13	8	9	12	7
Biotin_carb_N	6	10	8	5	3	5	7	6	6	4	4	5	10	4	4	6	4	6	6	4
PhoLip_ATPase_N	3	9	13	4	3	2	4	7	4	4	5	2	6	2	5	5	6	12	10	7
PEMT	2	7	10	4	4	3	5	6	6	4	3	2	4	4	4	5	3	6	6	3
DUF202	5	4	8	8	6	4	5	9	6	3	5	4	7	5	6	8	5	4	5	5
Glyco_hydro_17	2	5	6	2	2	5	10	5	5	4	9	4	7	6	6	13	8	3	3	8
Sec7_N	3	4	5	4	3	4	7	8	9	4	3	2	9	3	5	9	6	9	7	7
Adap_comp_sub	5	8	7	4	5	4	5	9	6	4	4	4	7	3	4	5	4	11	9	4
Asn_synthase	3	14	10	2	5	4	3	5	4	3	3	0	3	2	2	2	1	5	5	2
