DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
Gti1_Pac2	PF09729.11	7	19	25	5	5	32	8	9	6	30	40	9	10	18	5	9	22	22	5	23	19	27	24	56	19	13	4	6	35
GST_N_2	PF13409.8	7	16	11	23	23	33	17	5	7	19	23	21	27	9	16	9	17	17	40	17	17	35	5	22	11	5	15	26	17
RCC1_2	PF13540.8	3	22	12	13	9	15	17	13	13	9	12	17	19	10	13	5	9	9	15	8	9	12	18	68	31	10	65	34	17
CBFD_NFYB_HMF	PF00808.25	13	22	11	11	9	17	22	14	10	15	19	12	22	10	11	5	15	13	11	9	9	13	18	70	29	14	30	23	21
Cyclin	PF08613.13	31	111	10	8	7	10	18	20	20	10	14	9	15	7	9	2	11	12	9	9	8	12	14	54	15	12	13	13	14
Pkinase_fungal	PF17667.3	8	28	6	13	12	13	15	25	24	11	13	7	16	3	9	3	23	24	10	9	7	12	16	62	26	13	39	33	17
Myosin_head	PF00063.23	14	15	9	12	13	13	25	16	16	17	15	11	24	11	11	10	21	18	14	7	7	14	9	50	10	12	62	30	10
Glyco_trans_2_3	PF13632.8	18	45	20	10	8	23	25	21	20	18	13	12	11	11	12	11	23	28	8	13	13	16	16	42	3	7	10	19	20
Amidase	PF01425.23	6	4	7	9	5	15	18	2	2	11	12	10	8	7	5	6	6	6	6	11	10	20	24	132	67	19	13	25	28
Asp_protease	PF09668.12	1	0	1	0	1	2	9	1	1	2	5	1	0	1	0	51	2	4	1	0	1	2	2	376	6	7	4	8	2
Cation_ATPase_C	PF00689.23	17	31	11	14	13	23	33	14	14	21	14	14	22	7	18	8	19	21	15	14	14	15	13	40	12	11	19	13	11
Histone	PF00125.26	14	27	10	10	7	15	17	15	12	13	17	14	18	8	12	4	10	10	10	12	10	13	16	88	15	13	35	18	22
Cpn60_TCP1	PF00118.26	22	15	10	9	15	19	25	12	12	20	22	10	20	9	10	9	23	20	16	10	10	14	10	54	12	16	28	19	12
PHD	PF00628.31	8	18	9	10	8	10	23	20	21	12	13	9	19	7	9	3	14	15	7	7	6	10	15	52	28	11	68	35	14
Acetyltransf_10	PF13673.9	13	30	10	19	16	17	15	18	20	11	15	15	25	5	13	5	12	12	24	10	11	12	11	46	26	11	21	18	19
SRPRB	PF09439.12	18	33	10	12	9	16	20	14	16	14	20	8	15	4	11	6	18	21	10	11	11	16	11	36	9	10	50	35	16
ADH_N	PF08240.14	20	47	8	33	25	10	20	22	22	8	9	13	8	5	8	4	9	8	34	15	15	12	9	38	9	9	24	14	11
SPRY	PF00622.30	9	24	12	0	2	40	4	12	10	22	35	2	4	4	2	6	14	14	4	20	23	37	14	44	17	12	55	16	7
Actin	PF00022.21	11	15	11	9	12	22	21	13	14	17	21	10	18	9	10	8	13	15	7	11	11	22	9	52	22	11	33	25	11
GTP_EFTU_D2	PF03144.27	14	19	14	13	11	19	24	12	14	19	14	14	15	8	12	8	17	18	8	13	12	18	11	56	11	12	24	22	11
PPR_long	PF17177.6	98	119	4	3	3	15	4	21	21	6	7	3	10	1	5	2	2	2	4	7	9	15	32	24	13	5	2	11	9
E1_DerP2_DerF2	PF02221.17	1	4	8	7	5	13	17	3	3	11	11	13	18	6	7	6	19	20	14	7	7	13	22	126	22	20	10	22	22
NUDIX	PF00293.30	10	21	12	13	10	18	15	17	17	17	17	12	18	8	11	5	12	12	10	9	10	18	12	56	25	11	26	19	15
Acetyltransf_7	PF13508.9	13	26	9	19	17	15	17	17	21	10	13	12	24	6	12	4	13	12	25	8	9	10	8	44	27	10	19	16	19
SAM_2	PF07647.19	7	14	10	9	4	15	15	11	12	12	17	7	13	8	8	5	17	18	10	7	9	17	11	40	23	10	88	27	10
Sulfate_transp	PF00916.22	14	19	8	14	19	17	29	8	10	13	18	15	20	7	14	9	16	18	13	10	10	20	8	38	18	9	28	22	9
AMP-binding_C	PF13193.8	26	61	8	10	10	13	15	15	15	14	13	9	20	6	8	6	8	8	7	8	8	11	10	42	13	11	37	26	13
Polysacc_deac_1	PF01522.23	34	80	4	4	4	11	8	33	32	17	10	4	7	2	4	3	6	6	5	7	7	12	9	80	15	12	3	10	21
Aldedh	PF00171.24	14	19	7	12	16	13	21	15	14	22	13	16	19	9	10	10	12	12	21	7	7	13	10	36	24	14	32	21	10
FAD_binding_3	PF01494.21	9	25	13	16	14	14	18	9	9	21	20	7	16	13	7	7	23	25	14	8	7	14	9	50	17	9	15	13	24
Integrase_H2C2	PF17921.3	0	0	0	1	0	0	13	1	1	0	1	1	1	0	1	13	2	7	0	0	0	0	14	138	92	41	40	78	1
BRCT	PF00533.28	9	20	7	5	5	19	10	8	8	18	15	5	9	6	6	3	11	10	5	7	10	17	44	60	54	8	33	17	13
Methyltransf_12	PF08242.14	13	44	9	12	9	11	24	21	24	14	11	17	25	5	13	6	13	12	17	8	8	10	9	40	18	8	15	12	11
TPR_2	PF07719.19	20	29	7	7	7	15	26	16	15	18	7	7	17	10	11	6	16	16	9	7	10	16	10	22	7	7	47	39	14
RasGEF	PF00617.21	15	26	5	12	11	11	26	19	18	12	12	13	22	2	12	8	13	14	11	8	8	13	11	54	14	11	28	19	8
HMG_box_2	PF09011.12	17	41	14	7	4	14	15	23	21	18	18	7	11	10	8	2	12	12	7	11	11	16	12	48	7	9	37	17	5
FAD_binding_4	PF01565.25	10	22	8	13	14	9	28	4	4	7	11	25	34	8	14	7	17	18	26	5	5	9	7	70	15	10	13	5	16
Aminotran_5	PF00266.21	13	26	8	15	11	17	27	11	11	15	12	12	24	8	13	6	16	16	13	8	8	10	10	46	21	10	21	17	8
PP-binding	PF00550.27	30	94	9	14	13	11	33	6	6	5	10	8	16	4	9	4	12	12	26	6	6	11	4	40	8	5	12	8	6
Kelch_3	PF13415.8	9	17	7	10	9	15	19	17	18	14	15	10	19	7	9	6	22	21	13	7	8	9	10	34	16	9	25	31	22
Cu-oxidase_2	PF07731.16	5	7	9	1	1	26	2	11	10	34	16	0	2	3	2	6	31	30	1	28	27	18	13	70	22	7	7	8	30
Acyl-CoA_dh_N	PF02771.18	7	14	10	12	10	17	23	10	10	14	18	17	26	8	16	5	17	17	13	10	10	17	8	46	11	10	18	18	13
EF-hand_4	PF12763.9	9	18	9	8	4	21	16	19	20	20	16	9	23	8	9	2	13	14	8	11	14	22	10	50	15	11	21	14	8
HAMP	PF00672.27	12	76	8	12	8	12	31	35	8	15	12	3	14	3	16	0	16	16	7	8	8	11	8	28	4	7	12	15	16
SAM_1	PF00536.32	7	13	9	9	6	12	15	9	9	10	15	8	11	7	8	4	16	18	11	6	8	13	11	38	20	9	82	26	8
JmjC	PF02373.24	4	10	7	12	9	13	14	6	5	11	19	9	18	4	8	5	11	11	16	8	8	14	13	78	30	16	33	15	10
Peptidase_S10	PF00450.24	6	10	6	11	14	7	16	5	6	15	9	4	12	6	5	1	4	5	22	5	4	5	44	96	52	14	6	9	16
Pyr_redox	PF00070.29	19	38	10	14	12	17	22	15	17	12	17	9	17	7	12	5	11	14	12	10	10	14	9	30	13	8	16	15	9
LRR_4	PF12799.9	11	20	11	9	5	11	21	5	4	15	12	9	9	9	10	6	14	13	7	7	7	13	13	66	16	7	40	28	15
Adaptin_N	PF01602.22	14	12	9	9	12	15	20	10	10	16	17	14	23	12	9	8	14	14	13	8	8	15	10	52	16	8	20	17	8
MIR	PF02815.21	7	14	8	10	9	11	17	12	12	18	13	8	11	7	9	7	15	15	9	8	8	13	7	42	58	7	30	16	11
Response_reg	PF00072.26	21	50	7	8	7	16	16	16	16	18	16	6	16	5	8	5	14	14	9	9	9	14	12	38	16	10	11	10	10
Clathrin	PF00637.22	7	11	10	10	7	15	24	12	11	15	18	10	16	7	12	3	16	16	9	10	10	16	9	68	8	9	19	18	10
ThiF	PF00899.23	8	15	9	9	10	20	18	10	10	20	15	8	18	10	10	6	12	10	8	11	12	21	9	40	18	9	26	22	11
DUF4436	PF14494.8	0	3	11	14	13	32	11	0	0	28	23	6	7	9	1	3	10	9	7	16	17	29	23	76	22	15	3	7	9
FHA	PF00498.28	8	18	10	5	4	13	12	12	11	14	14	6	8	6	6	4	16	14	5	9	9	17	11	50	26	11	34	29	21
WW	PF00397.28	11	21	7	8	3	10	16	20	20	13	17	8	15	3	9	2	15	15	7	8	8	16	8	36	12	9	53	26	7
SPX	PF03105.21	10	17	12	6	3	17	15	17	19	18	20	5	15	6	7	10	23	24	6	8	10	14	9	42	17	11	13	13	12
DAGAT	PF03982.15	1	4	7	12	3	11	17	2	2	12	9	14	10	7	7	6	8	8	19	5	6	11	24	92	37	22	10	17	15
OPT	PF03169.17	7	9	10	12	14	19	9	12	10	22	12	9	12	10	7	14	17	18	17	13	11	20	14	42	21	8	12	7	9
PI3_PI4_kinase	PF00454.29	6	10	9	8	10	16	17	12	13	12	17	11	15	7	10	6	13	14	11	10	10	20	12	34	23	8	31	22	8
Glyco_hydro_47	PF01532.22	7	8	6	15	6	14	16	7	7	15	14	9	9	7	5	3	11	12	11	8	8	15	14	78	28	12	23	12	15
Acyl-CoA_dh_2	PF08028.13	7	15	9	12	9	18	24	9	9	10	16	15	23	4	15	4	17	17	13	10	10	16	8	42	8	7	19	16	11
GST_C_2	PF13410.8	3	11	12	18	13	24	12	4	8	19	17	29	18	8	9	6	12	12	27	13	14	25	7	22	9	6	9	18	8
PP2C	PF00481.23	12	20	9	9	8	12	19	12	13	17	16	9	15	6	8	5	17	16	9	7	7	13	7	36	20	7	30	21	12
tRNA-synt_1g	PF09334.13	6	12	12	8	9	16	19	9	9	18	13	9	12	11	11	8	12	13	8	10	11	14	10	56	21	11	16	17	10
FAD_binding_2	PF00890.26	15	25	6	17	13	17	16	14	14	14	16	7	19	10	8	11	18	17	17	10	10	18	6	18	4	7	16	16	10
CPSase_L_D2	PF02786.19	10	14	9	11	13	16	19	13	12	17	16	9	13	6	11	6	18	14	14	10	10	14	8	44	13	12	13	14	9
Homeobox_KN	PF05920.13	4	11	5	20	16	9	20	3	4	8	17	10	30	3	10	4	10	11	22	14	6	10	16	56	4	10	23	9	22
Rhodanese	PF00581.22	11	31	10	9	9	18	16	12	15	16	11	10	14	8	10	4	12	13	10	6	9	16	10	44	15	7	13	16	9
C1_1	PF00130.24	3	2	6	9	5	10	12	13	12	13	13	7	19	2	12	3	10	10	9	6	7	11	10	50	14	9	67	28	9
Ubie_methyltran	PF01209.20	12	29	7	9	9	11	18	33	30	14	13	12	17	6	11	3	15	12	14	8	8	10	7	26	11	5	13	10	8
DAO	PF01266.26	19	24	8	10	13	13	19	15	16	15	12	10	15	8	8	6	11	12	13	7	8	13	5	34	11	7	29	13	5
Peptidase_S28	PF05577.14	2	3	9	11	8	21	15	2	2	16	20	11	23	9	7	9	21	21	17	13	12	15	9	42	18	9	9	11	12
FYVE	PF01363.23	4	17	7	6	7	15	16	10	10	15	20	9	14	6	9	2	12	12	8	9	9	13	10	46	18	10	30	23	9
UBA	PF00627.33	11	21	11	8	6	15	17	13	11	14	16	9	20	6	10	5	10	10	11	8	9	15	9	42	12	9	17	21	10
JAB	PF01398.23	6	10	10	9	9	15	17	12	13	17	17	10	16	6	10	4	14	15	12	9	9	14	8	42	13	8	27	16	8
AAA_11	PF13086.8	5	3	2	4	8	9	8	8	9	7	5	6	11	4	6	6	6	5	10	5	5	10	20	96	40	17	25	26	10
His_Phos_2	PF00328.24	6	9	4	5	8	11	11	3	3	8	11	10	13	3	8	5	5	5	7	7	8	13	10	100	39	11	31	15	7
Exo_endo_phos	PF03372.25	8	25	6	6	6	12	15	12	13	8	15	7	11	7	7	4	9	10	7	9	8	13	11	42	15	10	31	33	14
ECH_1	PF00378.22	9	15	8	6	8	17	14	10	10	17	14	10	16	8	9	6	14	14	10	11	10	17	6	42	13	6	23	22	9
zf-RING_11	PF17123.7	8	22	8	8	7	11	16	14	16	11	19	10	13	8	8	6	13	13	8	9	9	15	9	36	15	9	22	20	10
NAD_binding_10	PF13460.8	11	37	16	6	5	17	8	12	15	10	10	5	5	13	5	4	11	13	2	10	10	15	9	42	17	9	13	18	23
PALP	PF00291.27	9	14	10	9	11	17	18	9	9	23	21	11	16	10	8	10	17	17	9	8	10	16	9	28	12	8	12	11	9
MTS	PF05175.16	6	18	11	10	5	16	18	15	13	19	20	8	13	7	9	0	7	8	10	10	9	16	8	42	22	8	20	17	6
Peptidase_M24	PF00557.26	9	12	9	10	8	12	18	14	14	15	15	9	21	7	10	6	13	13	12	8	8	13	8	42	12	8	17	17	9
Ldl_recept_a	PF00057.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	38	0
PAS_9	PF13426.9	8	41	7	6	5	11	12	8	10	14	10	6	13	4	8	6	14	14	5	8	8	13	7	62	24	7	19	10	8
G-patch	PF01585.25	5	12	9	6	7	13	14	12	12	13	12	9	14	8	8	5	10	10	8	7	7	11	10	42	25	8	35	24	11
HEAT	PF02985.24	27	25	7	7	8	15	15	15	15	18	12	9	13	5	7	5	12	13	5	9	9	13	5	32	10	6	24	18	8
HAMP_2	PF18947.2	10	71	7	10	8	10	30	24	5	13	11	3	14	2	14	0	14	14	6	7	7	10	7	24	4	6	10	11	14
GDP_Man_Dehyd	PF16363.7	15	22	14	10	9	15	19	10	10	14	13	9	14	8	13	6	16	15	8	8	9	13	8	30	11	6	14	14	12
ig	PF00047.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	84	0
Trypsin_2	PF13365.8	6	16	9	17	12	6	9	4	4	9	10	24	19	7	13	6	15	14	20	5	6	6	10	44	11	9	15	26	11
fn3	PF00041.23	0	0	0	1	1	0	2	0	0	0	0	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0	289	60	0
IBN_N	PF03810.21	11	15	8	9	9	13	17	14	14	11	18	7	12	8	7	1	12	11	9	8	8	11	9	44	9	10	22	20	10
zf-C2H2_6	PF13912.8	4	45	2	14	7	0	7	9	7	0	2	1	6	1	4	0	1	1	5	4	2	0	1	4	1	1	65	160	3
Ion_trans_2	PF07885.18	7	12	9	13	10	16	13	3	3	9	9	5	14	8	11	9	13	13	15	9	10	20	7	20	10	5	49	23	11
GMC_oxred_C	PF05199.15	2	5	6	9	10	10	5	5	5	8	13	14	15	4	6	13	22	23	18	6	6	11	11	62	12	12	13	14	16
MreB_Mbl	PF06723.15	2	23	6	10	6	13	6	10	11	10	8	13	9	1	9	3	9	10	6	8	8	11	35	58	14	9	13	19	16
Cellulase	PF00150.20	3	8	6	10	5	12	32	6	5	11	10	12	20	4	12	8	9	10	14	8	7	12	11	50	15	10	6	11	29
Cys_Met_Meta_PP	PF01053.22	7	12	6	7	5	10	18	5	5	10	13	10	20	5	9	3	9	9	9	7	7	13	9	72	28	10	13	13	11
IQ	PF00612.29	11	15	6	5	11	7	14	11	11	13	16	6	14	9	5	4	15	15	8	3	4	3	14	30	13	14	44	22	11
Acyltransferase	PF01553.23	3	11	7	5	5	10	15	18	18	10	9	6	9	5	6	6	14	14	4	5	5	8	10	52	18	10	39	21	10
Arrestin_N	PF00339.31	31	85	4	9	9	7	19	19	19	3	6	7	15	2	9	4	5	5	8	3	4	8	3	18	7	3	14	20	6
NAD_binding_1	PF00175.23	20	27	8	9	9	11	15	14	14	10	16	8	12	5	7	7	10	10	11	7	7	11	7	32	19	9	15	11	11
UCH_1	PF13423.8	13	18	7	8	5	10	18	17	15	12	16	10	16	4	10	3	13	13	7	7	7	13	8	28	10	5	32	20	6
DUF4203	PF13886.8	7	9	2	25	18	4	30	6	5	11	6	11	28	0	13	3	8	9	20	3	2	3	18	54	15	10	4	7	19
HA2	PF04408.25	10	10	11	7	7	11	11	11	11	15	14	6	9	7	7	6	13	13	5	6	8	10	10	46	11	10	32	23	10
Zip	PF02535.24	11	18	7	9	9	13	11	9	7	11	21	9	13	4	8	5	14	14	8	7	6	12	10	40	15	11	17	19	11
Arrestin_C	PF02752.24	29	81	4	9	7	6	18	14	13	6	10	9	17	1	10	1	7	7	4	4	3	6	5	20	7	3	17	22	9
Amino_oxidase	PF01593.26	4	10	4	15	12	9	17	6	7	5	6	7	12	3	6	14	37	42	19	5	5	9	4	18	4	5	21	19	14
Hexapep	PF00132.26	6	8	10	6	10	14	20	11	11	14	10	8	14	8	6	5	17	15	9	10	9	13	9	32	18	7	15	14	8
Fasciclin	PF02469.24	32	59	4	7	4	12	16	18	20	11	8	8	17	5	7	2	3	3	6	6	6	8	5	20	7	5	16	13	7
RT_RNaseH_2	PF17919.3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	1	5	0	0	0	0	10	40	113	47	52	52	1
Methyltransf_16	PF10294.11	7	10	9	4	4	20	5	12	12	12	17	6	6	7	5	0	11	10	5	11	11	17	9	46	46	7	10	9	6
Redoxin	PF08534.12	15	21	8	6	6	12	10	7	7	15	17	7	12	8	6	7	13	16	6	6	8	14	10	40	14	9	12	14	7
Biotin_lipoyl	PF00364.24	9	13	8	9	8	15	14	13	10	14	13	8	13	5	9	5	16	16	9	8	8	13	7	34	11	8	16	13	8
GATase	PF00117.30	5	11	8	8	8	13	13	11	9	15	12	8	14	8	8	7	12	13	6	8	8	12	9	38	17	9	18	16	9
RmlD_sub_bind	PF04321.19	14	22	11	8	8	14	13	10	9	17	18	8	13	7	6	6	10	11	8	9	8	13	7	20	12	7	14	18	11
HEAT_2	PF13646.8	13	13	7	8	5	8	16	12	14	18	16	8	11	4	7	6	18	19	6	9	8	9	8	30	10	7	15	17	10
STAS	PF01740.23	10	17	6	8	10	12	17	7	8	11	16	9	17	5	8	6	13	14	13	9	8	11	7	34	14	8	13	13	7
tRNA-synt_2b	PF00587.27	7	9	7	8	8	13	16	9	9	10	13	7	7	5	9	7	12	12	6	8	8	13	11	46	19	9	19	15	9
eIF2A	PF08662.13	15	26	6	9	8	10	14	14	12	10	8	10	11	7	7	3	6	7	9	6	6	8	8	44	17	9	19	13	7
Phosphodiest	PF01663.24	6	5	3	11	10	20	18	8	9	15	13	11	22	1	9	6	13	13	17	11	12	19	4	28	6	4	22	8	5
DUF3421	PF11901.10	23	31	10	5	6	10	11	0	0	10	9	6	11	3	6	0	12	12	3	6	6	6	7	56	16	11	16	30	5
Glyco_transf_15	PF01793.18	0	0	7	16	17	10	33	11	12	3	25	13	26	5	13	8	11	12	25	8	6	8	5	10	5	4	5	5	21
Peptidase_C14	PF00656.24	3	5	10	4	5	5	8	4	4	9	8	3	9	7	4	3	7	7	7	4	4	8	65	50	30	11	17	19	4
Sec7	PF01369.22	7	14	8	6	7	13	14	8	8	12	16	7	16	5	8	5	12	12	5	7	7	13	8	36	11	10	21	14	13
Clat_adaptor_s	PF01217.22	8	13	9	7	6	12	15	8	8	14	10	6	14	5	8	3	12	11	8	7	6	12	11	50	13	8	16	15	8
Kelch_5	PF13854.8	6	11	6	7	9	11	17	19	21	8	10	6	15	8	7	5	19	17	7	6	6	12	7	20	8	7	15	19	14
MCM	PF00493.25	8	8	8	8	8	16	15	7	6	16	13	7	11	8	8	5	13	12	7	8	8	12	9	36	15	8	20	14	8
Cofilin_ADF	PF00241.22	6	8	8	6	8	15	17	8	7	13	15	9	12	3	8	7	11	11	5	8	7	14	9	46	14	6	17	15	8
Amidohydro_1	PF01979.22	15	33	7	9	7	15	16	9	9	10	14	11	6	5	4	7	13	13	4	11	10	13	5	22	10	5	18	15	5
TPR_1	PF00515.30	12	23	4	7	4	14	18	14	15	14	8	9	18	4	8	3	8	7	7	5	9	14	5	12	5	3	35	29	7
Kunitz_BPTI	PF00014.25	3	9	4	0	0	54	0	0	0	14	10	0	0	4	0	2	19	24	0	27	24	34	10	24	5	7	15	25	7
Mg_trans_NIPA	PF05653.16	6	17	8	8	6	16	12	5	8	12	17	8	16	8	7	4	21	20	9	8	9	14	8	20	11	5	12	14	12
RasGEF_N	PF00618.22	3	12	4	9	8	6	20	12	11	8	7	10	17	4	11	4	13	14	7	5	5	7	11	46	10	10	23	16	7
FA_desaturase	PF00487.26	8	11	6	6	6	13	17	8	8	9	10	8	10	6	6	8	13	13	5	7	7	14	7	54	10	10	19	13	7
Peptidase_M16_M	PF16187.7	0	3	3	0	0	4	0	2	2	2	2	0	0	3	0	4	2	2	0	2	2	5	20	122	67	19	4	7	42
Cnd1	PF12717.9	6	11	8	7	5	11	17	8	8	15	15	6	13	4	8	6	16	16	6	8	8	13	9	36	12	9	14	15	8
Complex1_LYR	PF05347.17	7	10	10	8	6	19	15	6	4	18	16	7	14	7	7	2	11	10	9	11	11	15	11	32	15	7	8	11	11
Kelch_6	PF13964.8	5	8	5	5	3	11	14	9	8	13	9	9	9	4	4	3	21	21	3	3	5	11	11	24	15	8	30	34	13
PPTA	PF01239.24	9	13	4	9	7	14	17	11	13	13	11	2	14	2	8	5	11	11	1	7	6	10	8	38	13	10	24	15	9
TspO_MBR	PF03073.17	1	1	14	5	2	16	8	0	0	15	9	6	7	7	4	2	6	6	4	9	9	17	28	90	15	14	6	9	3
CRAL_TRIO	PF00650.22	6	13	4	17	15	5	24	10	9	6	8	21	18	2	11	2	8	8	15	3	3	3	5	14	3	4	34	35	7
ECH_2	PF16113.7	7	15	8	6	8	11	11	10	10	13	11	8	14	6	6	3	11	11	10	7	7	13	6	36	12	5	21	19	8
BTB	PF00651.33	5	10	2	10	3	2	8	13	13	0	1	5	14	3	7	7	13	12	9	1	1	1	11	12	7	2	76	47	17
cNMP_binding	PF00027.31	9	14	7	6	4	8	14	12	12	8	9	7	13	2	7	5	13	15	5	7	7	10	7	24	9	7	38	24	9
HMA	PF00403.28	19	29	9	6	1	8	14	13	12	14	6	8	11	8	6	6	13	13	6	7	7	7	7	34	8	7	15	10	8
PBD	PF00786.30	8	27	6	6	4	10	14	13	12	9	13	5	13	5	7	4	11	11	5	6	6	10	7	38	12	6	19	14	10
AA_permease	PF00324.23	26	36	4	15	18	7	13	19	19	9	8	10	4	2	3	4	6	8	2	4	4	7	4	12	5	5	36	15	5
Rad60-SLD	PF11976.10	11	17	4	14	13	6	22	7	6	9	9	6	12	3	8	2	6	6	16	7	3	6	16	28	12	8	27	11	12
AA_permease_2	PF13520.8	24	39	3	15	18	7	13	22	20	9	6	10	7	2	4	4	6	8	2	4	3	8	3	14	3	4	31	12	5
PPR_1	PF12854.9	106	128	1	1	2	4	2	6	7	4	1	1	3	1	2	0	0	0	1	2	2	4	9	6	2	2	3	4	1
Snf7	PF03357.23	6	8	7	7	5	11	15	9	9	13	14	8	14	7	7	4	14	14	12	7	7	11	7	28	11	7	17	16	9
Retrotrans_gag	PF03732.19	0	0	1	0	4	0	9	15	1	1	1	6	2	0	0	32	2	7	3	0	0	0	0	120	75	16	0	8	1
RT_RNaseH	PF17917.3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	1	7	0	0	0	0	10	36	94	43	46	53	0
Polysacc_synt_2	PF02719.17	13	24	10	9	9	7	14	14	14	14	10	8	11	4	9	3	8	8	6	5	5	8	5	20	12	4	17	22	8
RGS	PF00615.21	29	63	11	5	6	7	13	12	12	3	6	7	12	8	7	4	12	12	6	5	5	6	3	10	3	3	17	7	4
ELO	PF01151.20	3	5	4	6	8	6	13	5	5	7	7	7	10	3	5	4	10	8	5	5	5	11	7	56	20	12	26	27	8
NIF	PF03031.20	16	22	7	7	7	11	11	9	8	6	11	6	15	6	8	1	10	11	11	6	6	9	6	28	12	6	19	14	8
Cu-oxidase_3	PF07732.17	4	7	6	1	0	13	4	11	11	19	6	1	2	4	1	6	19	21	0	13	14	10	14	58	11	8	5	4	24
MCM_OB	PF17207.5	7	8	8	8	8	16	13	7	6	15	13	7	8	7	7	5	12	12	7	8	8	10	9	34	11	7	15	12	8
zf-rbx1	PF12678.9	4	10	13	5	6	13	8	7	9	11	13	6	7	9	4	3	10	9	6	9	9	14	10	26	13	8	19	21	11
tRNA-synt_2	PF00152.22	7	7	7	8	8	12	16	6	6	8	12	7	13	5	7	6	10	10	11	6	6	9	7	38	18	7	15	13	7
ATP-grasp	PF02222.24	6	11	6	11	10	10	16	9	9	14	12	9	11	4	9	5	15	15	8	6	6	9	6	22	8	7	16	12	9
Cu-oxidase	PF00394.24	5	7	5	1	1	13	3	9	9	18	5	0	2	2	1	6	16	21	1	14	14	11	13	54	15	9	6	6	24
PAS_3	PF08447.14	10	43	4	6	6	7	10	9	9	8	6	5	12	2	5	4	10	10	4	4	4	7	4	36	15	5	26	12	7
EFG_C	PF00679.26	8	9	8	6	5	14	14	7	7	11	10	7	9	7	7	7	9	10	7	9	9	12	8	36	7	7	18	14	7
HGTP_anticodon	PF03129.22	6	9	8	8	7	13	15	8	8	12	11	8	8	6	8	4	10	10	10	8	8	12	7	32	11	7	13	14	7
ATG22	PF11700.10	2	4	9	8	12	13	20	2	2	24	12	22	17	11	11	6	9	9	12	7	6	10	5	20	13	5	3	7	5
Patatin	PF01734.24	3	7	7	5	4	11	11	4	4	10	12	6	14	4	6	5	10	9	5	8	7	12	7	60	20	7	12	9	7
4HBT	PF03061.24	0	9	8	5	5	17	10	6	5	7	8	10	7	8	5	8	9	9	11	10	9	13	6	34	31	8	12	9	7
Na_Ca_ex	PF01699.26	4	9	5	2	3	13	8	14	15	9	9	4	8	2	3	3	10	12	3	7	8	14	8	36	16	8	27	15	11
MCM_lid	PF17855.3	7	8	8	6	6	16	12	7	6	14	11	7	7	5	8	5	12	12	8	8	8	11	9	30	9	8	15	12	8
Oxysterol_BP	PF01237.20	7	11	7	5	5	12	8	9	9	11	11	5	10	5	4	5	14	13	6	7	6	11	7	34	12	8	17	16	7
Hist_deacetyl	PF00850.21	8	11	6	4	6	11	7	8	7	11	13	4	9	4	4	4	6	6	5	6	5	8	7	44	18	8	26	17	8
zf-C2H2_jaz	PF12171.10	5	11	6	8	5	8	7	9	9	14	9	6	10	6	5	4	7	7	6	6	5	9	8	38	14	7	23	23	5
Peptidase_M1_N	PF17900.3	3	4	2	7	8	7	8	5	5	6	6	3	13	2	8	5	6	7	13	4	4	7	4	32	18	4	32	21	36
OB_NTP_bind	PF07717.18	11	8	7	6	6	11	10	9	10	13	9	5	10	6	6	2	10	11	4	6	8	12	7	30	4	8	24	19	7
AAA_19	PF13245.8	5	2	3	4	4	8	12	8	6	7	4	5	8	3	4	4	6	5	5	3	4	8	14	58	32	13	17	19	8
IBR	PF01485.23	2	4	4	2	2	8	6	5	7	8	7	3	4	1	3	3	10	12	1	4	4	6	19	44	54	9	28	14	5
ADH_zinc_N_2	PF13602.8	11	36	5	16	14	6	15	13	14	7	6	11	9	4	5	4	5	5	12	7	7	6	5	12	5	3	18	11	5
