DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Basidiobolus_ranarum_AG-B5	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
Polysacc_deac_1	PF01522.24	34	80	90	4	4	4	11	8	33	32	17	10	4	7	2	4	3	6	6	5	7	7	12	18	80	15	12	3	10	42
Acyl-CoA_dh_M	PF02770.22	10	24	19	12	14	13	21	28	18	18	19	17	21	29	8	16	5	23	23	14	14	14	22	22	47	11	10	24	24	30
Histone	PF00125.27	14	26	26	12	11	9	16	17	15	12	13	20	14	18	9	12	4	10	10	11	11	11	15	42	87	15	13	34	18	44
Asp_protease_2	PF13650.9	0	0	1	1	0	3	2	7	7	1	2	6	2	6	1	0	49	9	9	5	0	1	2	27	373	16	18	3	5	12
CBFD_NFYB_HMF	PF00808.26	13	22	23	11	11	9	17	22	14	10	15	19	12	22	10	11	5	15	13	11	9	9	13	36	68	29	14	30	23	44
gag-asp_proteas	PF13975.9	0	0	2	1	0	0	2	10	7	1	2	9	3	4	1	0	66	8	8	3	0	1	2	28	357	13	10	3	4	13
tRNA-synt_1	PF00133.25	7	11	10	7	7	15	14	14	8	8	17	15	7	18	11	10	7	11	10	11	7	7	14	14	33	24	7	28	14	14
Pkinase_fungal	PF17667.4	8	27	30	6	13	12	13	15	25	24	11	13	7	16	3	9	3	23	24	10	9	7	12	32	51	26	13	39	33	33
GST_N_2	PF13409.9	7	16	15	11	23	22	33	17	5	7	19	22	21	27	9	16	9	17	17	40	17	17	35	10	21	11	5	15	26	34
Cation_ATPase_C	PF00689.24	17	31	33	11	14	13	22	33	13	13	21	14	14	22	7	18	8	19	21	15	13	13	14	26	38	12	11	19	13	22
Peptidase_M14	PF00246.27	3	7	8	9	29	24	15	38	0	0	17	16	24	36	5	19	19	20	19	37	11	9	10	22	46	18	14	14	31	14
PP-binding	PF00550.28	23	31	76	9	13	11	11	27	6	6	5	10	7	16	4	7	3	11	11	26	6	6	11	9	40	8	5	12	8	12
Acetyltransf_10	PF13673.10	13	30	32	10	19	16	17	15	17	19	11	15	14	25	5	14	5	12	12	24	10	11	12	23	42	26	11	21	18	38
Ig_3	PF13927.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	43	0
Myosin_head	PF00063.24	12	15	20	9	12	13	13	25	15	16	17	15	11	24	11	11	9	20	17	14	7	7	14	18	47	10	11	61	30	21
PHD	PF00628.32	8	17	24	9	10	8	10	20	18	20	12	13	9	19	7	8	2	12	13	7	7	6	10	30	43	26	10	50	32	28
RCC1_2	PF13540.9	2	7	7	4	4	5	9	5	7	6	7	6	4	5	4	4	2	4	4	5	4	5	8	14	28	16	5	25	12	13
Amidase	PF01425.24	4	4	6	6	9	5	15	18	2	2	10	11	10	6	6	5	6	6	6	6	10	10	19	49	122	58	17	13	25	56
ADH_N	PF08240.15	20	47	37	8	33	25	10	20	22	22	8	9	13	8	5	8	4	9	8	34	15	15	12	18	36	9	9	24	14	22
AMP-binding_C	PF13193.9	23	36	50	8	10	10	13	15	15	15	14	13	9	20	6	8	6	8	8	7	8	8	11	20	38	13	11	37	26	26
Cpn60_TCP1	PF00118.27	19	15	18	10	9	15	19	24	12	12	20	22	10	20	9	10	9	23	20	16	10	10	14	20	48	12	16	28	19	24
BRCT	PF00533.29	7	13	25	6	4	4	15	9	8	8	14	11	4	9	6	5	3	11	10	4	5	7	11	62	29	33	6	27	15	18
Asp_protease	PF09668.13	1	0	2	1	0	1	2	8	1	1	2	5	1	0	1	0	49	2	3	1	0	1	2	30	366	6	7	3	8	7
BD-FAE	PF20434.1	4	18	18	5	23	25	33	31	11	12	15	16	32	41	4	19	7	8	8	28	19	25	38	4	2	10	2	20	23	6
E1_DerP2_DerF2	PF02221.18	1	4	5	8	7	5	13	17	3	3	11	11	13	18	6	7	6	19	20	14	7	7	13	45	126	22	20	10	22	45
NUDIX	PF00293.31	10	21	29	12	13	10	18	15	17	17	17	17	12	18	8	11	5	12	12	10	9	10	18	24	48	25	11	26	19	31
Acetyltransf_7	PF13508.10	13	26	26	9	19	17	15	17	16	20	10	13	12	24	6	12	4	13	12	25	8	9	10	16	40	27	10	19	16	37
SPRY	PF00622.31	9	24	18	12	0	2	40	4	12	10	22	34	2	4	4	2	6	14	14	4	20	23	37	27	43	17	12	33	16	14
HMG_box_2	PF09011.13	16	36	49	11	6	4	10	13	20	19	15	12	6	11	7	7	2	12	12	7	9	8	12	18	29	6	7	34	16	10
HAMP	PF00672.28	2	7	9	1	2	1	2	6	2	2	2	2	2	2	1	2	0	2	2	3	1	1	3	2	6	2	3	4	6	4
TPR_2	PF07719.20	13	19	26	5	5	7	14	19	11	11	13	7	6	13	7	9	6	12	12	9	5	9	15	17	18	5	6	30	29	16
Methyltransf_12	PF08242.15	13	43	39	9	12	9	11	24	21	24	14	11	17	25	5	13	6	13	12	17	8	8	10	18	37	18	8	15	12	23
FAD_binding_3	PF01494.22	8	22	21	9	15	14	12	17	8	7	19	17	7	14	12	6	6	20	22	14	7	6	12	16	38	16	8	14	11	47
SAM_2	PF07647.20	7	14	19	10	9	4	15	15	11	12	12	17	7	13	8	8	5	17	18	10	7	9	16	23	35	23	10	56	25	22
Sulfate_transp	PF00916.23	13	18	23	8	14	19	17	27	8	8	13	17	14	20	7	14	9	16	18	13	10	10	20	16	38	18	9	28	22	18
GTP_EFTU_D2	PF03144.28	14	19	11	14	13	11	19	24	12	14	19	14	14	15	8	12	8	17	18	8	13	12	18	22	51	11	12	24	22	22
Actin	PF00022.22	10	13	15	9	8	12	19	19	12	12	16	17	9	18	9	9	7	11	12	7	9	9	20	17	42	19	10	31	23	20
Aldedh	PF00171.25	12	16	17	7	12	16	13	21	14	14	22	12	16	19	9	10	10	12	12	21	7	7	13	20	36	24	14	32	21	20
RasGEF	PF00617.22	15	25	34	5	12	11	11	26	19	18	12	12	13	22	2	12	8	13	14	11	8	8	13	22	49	14	11	28	19	17
Cu-oxidase_2	PF07731.17	5	7	10	5	1	1	16	2	10	10	19	11	0	2	2	2	6	22	22	1	16	15	12	21	54	16	7	6	6	49
Arrestin_C	PF02752.25	32	84	86	5	12	8	5	19	16	17	8	10	9	16	2	10	1	7	7	8	4	3	6	11	19	8	4	16	23	18
FAD_binding_4	PF01565.26	10	22	20	8	13	14	9	28	4	4	7	11	25	34	8	14	7	17	18	26	5	5	9	14	69	15	10	13	5	33
Peptidase_S10	PF00450.25	6	9	8	5	11	14	7	16	5	5	15	8	4	12	6	5	1	4	4	21	5	4	5	73	88	52	14	6	9	31
Kelch_3	PF13415.9	5	10	12	4	7	6	11	13	12	13	12	11	7	13	4	6	5	16	16	10	5	6	7	20	25	13	7	19	17	30
Integrase_H2C2	PF17921.4	0	0	0	0	1	1	0	13	1	1	0	1	1	2	0	1	13	2	7	1	0	0	0	29	136	92	41	39	78	13
Response_reg	PF00072.27	19	38	41	7	8	7	16	16	16	16	18	16	6	16	5	8	5	14	14	9	9	9	14	23	37	16	10	11	10	21
Pyr_redox	PF00070.30	19	38	37	10	14	12	17	22	15	17	12	17	9	17	7	12	5	11	14	12	10	10	14	18	30	13	8	16	15	18
Aminotran_5	PF00266.22	13	26	20	8	15	11	17	27	11	11	15	12	12	24	8	13	6	16	16	13	8	8	10	19	39	21	9	20	15	14
Acyl-CoA_dh_N	PF02771.19	7	14	12	10	12	10	17	23	10	10	14	18	17	26	8	16	5	17	17	13	10	10	17	16	45	11	10	18	18	26
FHA	PF00498.29	8	18	22	10	5	4	13	12	12	11	14	14	6	8	6	6	4	16	14	5	9	9	17	22	46	26	11	34	29	44
SAM_1	PF00536.33	7	13	22	9	9	6	12	15	9	9	10	15	8	11	7	8	4	16	18	11	6	8	13	22	33	20	9	58	26	18
LRR_4	PF12799.10	8	14	11	7	6	5	7	14	4	4	9	8	7	9	5	6	5	8	8	5	4	4	7	20	38	11	6	35	23	18
WW	PF00397.29	7	15	18	4	5	2	7	10	15	15	8	11	5	10	3	6	1	9	9	5	5	5	10	10	24	11	6	36	19	9
Arrestin_N	PF00339.32	31	85	85	4	9	9	7	19	19	19	3	6	7	15	2	9	4	5	5	8	3	4	8	6	17	7	3	14	20	12
JmjC	PF02373.25	4	10	12	7	12	9	13	14	6	5	11	19	9	17	3	8	5	11	11	14	8	8	14	26	68	30	16	33	15	20
ThiF	PF00899.24	8	13	16	8	8	10	17	18	9	9	16	15	7	17	9	9	6	10	9	8	9	10	19	16	32	17	8	24	19	19
Adaptin_N	PF01602.23	12	12	20	9	9	12	15	20	10	10	16	17	14	22	12	9	8	14	14	13	8	8	15	19	42	16	8	20	17	17
PPR_1	PF12854.10	30	36	34	1	1	2	4	2	5	5	4	1	1	3	1	2	0	0	0	1	2	2	4	17	6	2	2	3	4	2
MIR	PF02815.22	7	14	13	8	10	9	11	16	12	12	18	13	7	11	7	9	7	15	15	9	8	8	13	14	38	58	7	30	16	18
DAGAT	PF03982.16	1	4	5	7	12	3	10	17	2	2	12	9	14	10	7	7	6	8	8	17	5	6	11	47	87	37	22	10	17	32
HAMP_2	PF18947.3	2	7	9	1	2	1	2	6	2	1	2	2	2	2	1	2	0	2	2	3	1	1	3	2	6	2	3	3	6	4
SRPRB	PF09439.13	15	24	30	9	9	7	13	16	13	13	13	16	5	12	4	9	5	14	15	7	9	9	14	20	34	9	7	33	27	27
SPX	PF03105.22	6	10	14	9	4	3	12	9	12	13	10	12	3	10	5	4	8	14	13	5	5	7	9	14	26	11	7	9	7	15
DUF4436	PF14494.9	0	3	2	11	14	13	32	11	0	0	28	23	6	7	9	1	3	10	9	7	16	17	28	46	75	22	15	3	7	18
NAD_binding_10	PF13460.9	11	37	33	16	6	5	17	8	12	15	10	10	5	5	13	5	4	11	13	2	10	10	15	18	42	17	9	13	18	47
OPT	PF03169.18	6	8	12	10	10	13	19	9	11	10	22	12	9	12	9	7	14	17	17	17	13	11	20	28	42	21	8	12	6	18
Glyco_hydro_47	PF01532.23	7	8	12	6	11	6	14	16	7	6	15	14	9	9	7	5	3	11	9	11	8	8	15	29	70	28	12	23	12	30
FAD_binding_2	PF00890.27	15	24	25	6	17	13	17	16	13	13	14	16	7	19	10	8	11	18	17	17	10	10	18	12	18	4	7	16	16	21
UBA	PF00627.34	8	16	27	9	6	5	12	13	11	9	11	12	7	16	4	8	4	7	7	9	6	7	12	15	33	10	7	13	15	16
PP2C	PF00481.24	11	20	21	8	8	8	12	19	11	12	17	16	9	15	6	8	5	16	16	9	7	7	13	15	33	20	7	28	18	22
PI3_PI4_kinase	PF00454.30	6	10	15	8	7	9	15	17	12	12	11	16	9	14	6	10	6	13	14	10	9	9	19	24	33	22	8	27	20	16
DAO	PF01266.27	19	24	40	8	10	13	13	19	15	15	15	12	10	15	8	8	6	11	12	13	7	8	13	10	31	11	7	29	13	10
PAS_9	PF13426.10	5	31	38	4	5	4	7	9	6	8	7	7	5	10	3	6	5	9	9	4	4	4	8	10	30	15	5	16	7	13
Clathrin	PF00637.23	2	5	9	4	4	7	5	12	6	5	10	6	4	10	4	6	2	4	4	3	4	4	6	6	23	8	3	8	6	8
Acyl-CoA_dh_2	PF08028.14	7	15	13	9	12	9	18	24	9	9	10	16	15	23	4	15	4	17	17	13	10	10	16	16	41	8	7	19	16	22
EF-hand_4	PF12763.10	8	13	14	5	5	3	12	10	11	11	13	10	6	13	3	5	2	10	10	7	7	8	13	11	25	10	6	16	9	9
Rhodanese	PF00581.23	10	30	27	9	7	7	15	14	11	14	13	9	8	13	8	8	4	10	11	8	5	8	14	17	31	13	6	12	15	16
Ubie_methyltran	PF01209.21	11	29	28	7	9	9	11	18	33	30	14	13	12	17	6	11	3	15	12	14	8	8	10	14	23	11	5	13	10	16
CPSase_L_D2	PF02786.20	9	12	15	7	9	11	13	15	10	9	15	14	7	13	6	9	4	15	11	14	8	8	12	12	34	11	10	12	12	15
tRNA-synt_1g	PF09334.14	5	11	11	9	7	9	13	17	9	9	15	11	8	12	10	9	7	10	9	8	9	9	12	18	45	20	10	14	15	16
zf-RING_11	PF17123.8	8	22	26	8	8	7	11	16	14	16	11	19	10	13	8	8	6	13	13	8	9	9	15	18	32	15	9	22	20	21
GST_C_2	PF13410.9	3	11	6	12	18	13	24	12	4	8	19	17	29	18	8	9	6	12	12	27	13	14	25	14	22	9	6	9	18	16
Exo_endo_phos	PF03372.26	8	25	19	6	6	6	13	15	12	13	8	15	7	11	7	7	4	9	10	7	9	8	13	22	37	15	10	31	33	27
GDP_Man_Dehyd	PF16363.8	15	22	23	14	10	9	15	19	10	10	14	13	9	14	8	13	6	16	15	8	8	9	13	16	30	11	6	14	14	26
HEAT	PF02985.25	19	18	28	7	6	8	15	13	12	12	18	12	8	11	5	5	5	11	13	3	9	9	12	10	28	10	6	23	15	16
FYVE	PF01363.24	4	16	16	7	5	6	15	12	10	10	13	16	7	12	6	7	2	12	12	7	9	9	13	16	33	14	8	27	21	18
PALP	PF00291.28	9	14	19	10	9	11	17	18	9	9	23	20	11	16	10	8	10	17	17	9	8	10	16	18	25	12	8	12	11	18
Trypsin_2	PF13365.9	6	16	22	9	17	12	6	9	4	4	9	10	24	19	7	13	6	15	14	20	5	6	6	20	41	11	9	15	27	22
C1_1	PF00130.25	2	2	9	5	6	4	8	10	10	9	11	11	5	13	2	8	3	8	8	7	5	6	9	16	36	14	8	55	24	14
AAA_11	PF13086.9	4	3	6	2	3	6	7	7	6	6	6	4	4	8	3	4	5	5	4	8	4	4	8	25	60	33	14	20	18	18
Peptidase_C14	PF00656.25	3	5	7	10	4	5	5	8	4	4	9	8	3	9	7	4	3	7	7	7	4	4	8	131	49	30	11	17	18	8
Cellulase	PF00150.21	3	7	8	6	9	5	12	28	5	5	11	10	10	19	4	11	8	8	9	14	8	7	12	16	48	14	9	6	11	53
DUF4203	PF13886.9	7	9	11	2	25	18	4	30	5	5	11	6	11	28	0	13	3	8	9	20	3	2	3	36	54	15	10	4	7	38
JAB	PF01398.24	6	10	13	9	9	9	15	17	12	13	17	17	10	16	6	10	4	14	15	12	9	9	14	16	35	13	8	27	16	16
NAD_binding_1	PF00175.24	20	27	29	8	9	9	11	15	14	14	10	16	8	12	5	7	7	10	10	11	7	7	11	14	30	19	9	15	11	22
Peptidase_S28	PF05577.15	2	3	1	9	11	8	20	15	2	2	15	17	10	21	9	7	9	21	21	17	13	12	15	18	42	18	9	9	11	24
ECH_1	PF00378.23	9	15	16	8	6	8	17	14	10	10	17	14	10	16	8	9	6	14	14	10	11	10	17	12	32	13	6	23	22	18
Peptidase_M24	PF00557.27	8	12	15	9	10	8	12	17	14	14	15	15	9	21	7	10	6	13	13	12	8	8	13	16	37	12	8	17	17	18
IQ	PF00612.30	5	8	10	4	2	5	5	4	6	6	5	11	3	5	5	3	3	5	5	4	3	4	3	10	16	6	5	25	14	6
IBN_N	PF03810.22	11	15	22	8	9	9	13	17	14	14	11	18	7	12	8	7	1	12	11	9	8	8	11	18	40	9	10	22	20	20
Fasciclin	PF02469.25	18	30	30	2	3	3	4	6	6	6	4	3	3	7	3	3	1	1	1	4	2	2	4	4	8	3	2	5	4	6
Ion_trans_2	PF07885.19	6	10	13	5	7	7	11	8	3	3	5	6	4	10	4	7	6	7	7	10	5	6	12	8	14	7	3	41	16	12
GMC_oxred_C	PF05199.16	2	5	6	6	9	10	10	5	5	5	8	13	13	15	4	6	13	22	23	18	6	6	11	22	62	12	12	13	14	32
His_Phos_2	PF00328.25	6	8	11	4	5	8	11	11	3	3	8	11	10	13	3	8	5	5	5	7	7	7	13	20	83	39	11	30	15	14
UCH_1	PF13423.9	13	18	25	7	7	5	10	16	16	15	12	15	9	14	4	9	3	13	13	7	7	7	13	14	23	10	5	32	18	14
G-patch	PF01585.26	5	11	14	9	6	7	13	13	12	12	13	12	8	14	8	8	5	9	9	8	7	7	11	20	32	25	8	35	23	20
Zip	PF02535.25	10	17	13	7	8	9	10	10	9	7	10	16	8	13	4	8	4	13	13	7	5	5	9	20	36	15	11	16	18	22
MreB_Mbl	PF06723.16	2	23	21	6	7	4	10	5	9	10	7	6	12	9	1	9	3	9	10	5	6	6	6	63	55	11	8	11	17	30
HA2	PF04408.26	10	10	15	11	7	7	11	11	11	11	15	14	6	9	7	7	6	13	13	5	6	8	10	20	40	11	10	32	23	20
Peptidase_M16_M	PF16187.8	0	2	2	3	0	0	4	0	2	2	2	2	0	0	3	0	4	2	2	0	2	2	5	39	115	67	19	4	7	84
Redoxin	PF08534.13	15	21	24	8	6	6	12	10	7	7	15	17	7	12	8	6	7	13	16	6	6	8	14	19	39	14	9	12	14	15
zf-C2H2_6	PF13912.9	3	36	12	2	11	6	0	6	7	6	0	2	1	5	1	3	0	1	1	4	3	1	0	1	4	1	1	49	113	3
HEAT_2	PF13646.9	11	11	15	6	6	5	7	14	10	11	14	13	6	9	3	6	4	14	15	4	7	7	8	12	19	8	5	14	13	17
Acyltransferase	PF01553.24	3	11	10	6	5	5	8	14	18	18	7	9	6	9	5	5	6	14	14	4	5	5	8	20	46	17	10	38	21	21
Ldl_recept_a	PF00057.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	16	0
GATase	PF00117.31	5	11	16	8	8	8	13	13	10	9	15	12	8	14	8	8	7	12	13	6	8	8	12	18	37	17	9	18	16	20
Sec7	PF01369.23	7	14	25	8	6	7	13	14	8	8	12	16	7	15	5	8	5	12	12	5	7	7	13	16	33	11	10	21	14	26
Amino_oxidase	PF01593.27	4	10	7	4	15	12	9	17	6	7	5	6	6	12	3	6	12	33	36	18	5	5	9	8	17	4	5	20	18	29
Retrotrans_gag	PF03732.20	0	0	1	1	0	4	0	9	15	1	1	1	6	2	0	0	32	2	7	3	0	0	0	14	119	75	16	0	8	47
STAS	PF01740.24	10	17	18	6	8	10	12	17	7	8	11	16	9	17	5	8	6	13	14	13	9	8	11	14	34	14	8	13	13	14
ig	PF00047.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	42	0
TPR_1	PF00515.31	9	18	19	3	5	4	13	14	10	11	11	6	6	13	2	6	3	7	6	7	4	8	13	10	12	5	3	22	20	12
fn3	PF00041.24	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0	89	26	0
DUF3421	PF11901.11	11	14	14	5	2	3	5	6	0	0	5	5	3	7	2	3	0	6	6	2	3	3	3	8	30	9	6	11	14	6
eIF2A	PF08662.14	11	23	19	5	8	8	7	12	13	11	9	6	9	10	6	6	3	5	6	9	4	4	7	12	34	16	8	16	10	10
Mg_trans_NIPA	PF05653.17	5	13	14	6	5	5	12	8	5	7	9	11	7	10	6	5	3	17	16	7	6	6	10	12	16	7	4	10	12	18
Kelch_5	PF13854.9	3	6	8	4	5	7	7	11	13	13	6	7	4	9	5	4	4	13	11	5	4	4	10	12	12	5	4	11	11	15
RGS	PF00615.22	28	63	57	11	5	6	7	12	12	12	3	6	8	12	8	7	4	12	12	6	5	5	6	5	6	3	3	17	7	8
RasGEF_N	PF00618.23	3	12	23	4	9	8	6	19	12	11	8	7	10	17	4	10	4	12	13	7	5	5	7	19	41	10	10	22	15	15
cNMP_binding	PF00027.32	6	9	17	5	5	4	7	10	7	7	7	8	5	9	2	5	4	10	11	5	5	5	7	10	16	7	5	28	16	12
tRNA-synt_2b	PF00587.28	7	9	12	7	8	8	13	16	9	9	10	13	7	7	5	9	7	12	12	6	8	8	13	22	39	19	9	19	15	18
Biotin_lipoyl	PF00364.25	9	13	13	8	9	8	15	14	13	10	14	13	8	13	5	9	5	16	16	9	8	8	13	14	29	11	8	15	13	16
PPTA	PF01239.25	2	3	5	1	2	2	4	4	3	3	3	3	2	4	1	2	2	3	3	1	2	2	3	4	11	6	3	6	4	4
Kelch_6	PF13964.9	3	6	9	3	4	3	7	12	7	7	9	7	8	8	3	3	2	21	21	3	2	3	6	19	16	10	6	17	19	19
Clat_adaptor_s	PF01217.23	8	13	20	8	7	6	12	15	8	8	14	10	6	14	5	8	3	12	11	6	7	6	12	22	40	13	8	16	15	16
HMA	PF00403.29	9	15	13	4	2	1	3	6	5	4	4	4	3	4	3	2	2	5	5	2	2	2	2	5	13	3	2	5	5	6
Condensation	PF00668.23	19	21	84	1	3	6	2	8	1	1	1	1	9	13	1	4	0	1	1	9	1	1	1	2	4	1	1	1	0	2
Complex1_LYR	PF05347.18	7	10	12	10	8	6	19	15	6	4	18	16	7	14	7	7	2	11	10	9	11	11	15	22	32	15	7	8	11	22
FeoB_N	PF02421.21	7	13	14	8	8	8	14	14	8	6	12	15	5	12	5	7	6	13	13	11	9	9	10	16	32	19	7	21	14	15
BTB	PF00651.34	5	10	13	2	9	3	2	8	12	12	0	1	5	13	3	7	7	13	12	8	1	1	1	21	9	7	2	70	47	35
Glyco_transf_15	PF01793.19	0	0	0	7	16	17	10	31	11	12	3	25	13	25	5	13	8	11	11	25	8	6	8	10	10	5	4	5	5	42
MCM	PF00493.26	8	8	11	8	8	8	16	15	7	6	16	13	7	10	8	8	5	12	12	7	8	8	12	18	35	15	8	20	14	17
AA_permease	PF00324.24	24	36	29	4	14	18	7	13	18	18	9	8	10	4	2	3	4	6	7	2	4	4	7	8	12	5	5	36	14	10
Methyltransf_16	PF10294.12	6	9	8	8	4	4	19	5	12	12	11	16	6	6	7	5	0	9	9	5	10	10	16	17	40	46	7	9	9	12
PBD	PF00786.31	8	24	25	6	6	4	10	14	11	10	9	13	5	13	5	7	4	10	10	5	6	6	10	12	27	9	5	18	13	18
Chitin_bind_1	PF00187.22	8	41	46	2	2	1	0	2	0	0	1	2	2	1	3	3	0	1	1	1	0	0	1	15	74	13	13	5	9	26
Cnd1	PF12717.10	6	11	13	8	8	5	11	17	8	8	15	15	6	13	4	8	6	16	16	6	8	8	13	18	32	12	9	14	16	17
FA_desaturase	PF00487.27	8	11	16	6	6	6	13	17	8	8	9	10	8	10	6	6	8	13	13	5	7	7	14	14	51	10	10	19	13	14
PAS_3	PF08447.15	9	41	47	4	6	6	7	10	9	9	8	6	5	12	2	5	4	8	8	4	4	4	7	8	27	15	5	24	11	17
AA_permease_2	PF13520.9	22	38	29	3	14	18	7	13	22	19	9	6	10	7	2	4	4	6	7	2	4	3	8	6	14	3	4	30	12	10
TspO_MBR	PF03073.18	1	1	1	14	5	2	16	8	0	0	15	9	6	7	7	4	2	6	6	3	9	9	17	55	90	15	14	6	9	6
Cu-oxidase_3	PF07732.18	4	7	9	6	1	0	13	4	11	11	19	6	1	2	4	1	6	19	21	0	13	14	10	25	58	11	8	5	4	48
Cofilin_ADF	PF00241.23	5	7	9	7	5	7	13	13	7	6	12	13	8	10	3	6	5	9	9	5	7	6	12	14	32	13	6	14	13	14
RT_RNaseH_2	PF17919.4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	1	5	0	0	0	0	13	40	113	47	52	51	4
NIF	PF03031.21	15	22	31	7	6	7	11	11	8	8	6	11	5	13	6	7	1	10	11	9	6	6	9	12	25	12	6	19	14	17
CRAL_TRIO	PF00650.23	6	13	15	4	17	15	5	24	10	9	5	8	21	18	2	11	2	8	8	15	3	3	3	10	14	3	4	34	35	14
Rad60-SLD	PF11976.11	11	16	23	4	14	11	6	18	7	6	9	9	6	12	3	8	2	6	6	15	7	3	6	16	23	12	7	23	11	15
Kunitz_BPTI	PF00014.26	1	3	0	4	0	0	26	0	0	0	9	7	0	0	4	0	1	13	15	0	16	12	20	12	18	4	5	8	14	14
Polysacc_synt_2	PF02719.18	13	24	22	10	9	9	7	14	14	14	14	10	8	11	4	9	3	8	8	6	5	5	8	10	20	12	4	17	22	16
Cu-oxidase	PF00394.25	4	7	8	5	1	1	13	3	9	9	18	5	0	2	2	1	6	16	21	1	14	14	11	25	54	15	9	6	6	48
AAA_2	PF07724.17	6	16	9	8	7	5	14	16	9	10	11	13	7	13	4	6	4	9	9	5	8	8	12	18	39	13	8	19	13	16
Amidohydro_1	PF01979.23	15	32	29	7	8	6	11	15	8	9	6	12	11	4	5	3	6	13	13	3	9	7	9	10	19	10	5	18	14	8
zf-rbx1	PF12678.10	4	10	16	13	5	6	13	8	7	9	11	13	6	7	9	4	3	11	9	6	9	9	14	19	24	13	8	19	22	24
ECH_2	PF16113.8	7	15	15	8	6	8	11	11	10	10	13	11	7	14	6	6	3	11	11	10	7	7	13	12	26	12	5	21	19	16
Snf7	PF03357.24	6	8	11	7	7	5	11	15	9	9	13	14	8	14	7	7	4	14	14	12	7	7	11	14	26	11	7	17	16	18
MTS	PF05175.17	5	14	16	8	9	3	14	18	13	12	13	17	5	11	4	9	0	7	7	9	7	7	11	14	35	20	8	14	13	6
Peptidase_M1_N	PF17900.4	3	4	4	2	7	8	7	8	5	5	6	5	3	13	2	8	4	6	6	13	4	4	7	8	29	18	4	29	21	73
MCM_OB	PF17207.6	7	8	10	8	8	8	16	13	7	6	15	13	7	8	7	7	5	12	12	7	8	8	10	18	33	11	7	15	12	17
Velvet	PF11754.11	4	28	29	4	2	2	4	3	9	7	1	4	2	4	3	3	1	3	3	2	2	2	3	12	24	10	5	0	1	8
NmrA	PF05368.16	8	30	28	13	3	3	16	8	8	9	4	9	2	2	11	2	4	10	10	0	9	10	13	8	24	11	4	6	10	44
Phosphodiest	PF01663.25	4	5	8	3	9	9	15	17	8	9	11	10	9	16	1	6	5	11	11	15	9	9	15	8	19	6	4	21	8	9
Na_Ca_ex	PF01699.27	2	5	7	3	1	2	8	4	8	8	7	6	2	4	2	3	3	5	6	2	4	4	7	8	22	9	5	21	9	12
ELO	PF01151.21	3	5	5	4	6	7	5	13	5	5	7	7	7	9	3	4	4	10	8	5	5	4	9	14	56	20	12	26	27	17
Peptidase_M1	PF01433.23	3	4	6	4	6	5	6	8	5	5	6	4	3	11	3	6	3	6	6	6	5	4	7	8	29	15	6	32	28	71
Myb_DNA-bind_4	PF13837.9	9	24	21	3	4	2	5	8	2	1	7	38	4	8	2	3	5	8	8	2	4	4	5	28	32	9	7	6	11	40
MCM_lid	PF17855.4	7	8	10	8	6	6	16	12	7	6	14	11	7	7	5	8	5	12	12	8	8	8	11	18	29	9	8	15	12	17
Oxysterol_BP	PF01237.21	7	11	11	6	4	4	11	8	7	7	11	11	4	8	4	4	5	14	13	6	6	6	10	14	31	11	7	17	14	14
HGTP_anticodon	PF03129.23	6	9	9	8	8	7	13	15	8	8	12	11	8	8	6	8	4	10	10	10	8	8	12	14	29	11	7	13	14	14
EFG_C	PF00679.27	8	9	8	8	6	5	14	14	7	7	11	10	7	9	7	7	7	9	10	7	9	9	12	16	31	7	7	18	14	14
